env,model,variant,budget,window,h,channel,value,evalset
CartPole-v1,truth,-,0,0,10,3,-0.23042,32w@8142h50
CartPole-v1,truth,-,0,0,11,0,-0.02948,32w@8142h50
CartPole-v1,truth,-,0,0,11,1,0.02159,32w@8142h50
CartPole-v1,truth,-,0,0,11,2,-0.00016,32w@8142h50
CartPole-v1,truth,-,0,0,11,3,0.06366,32w@8142h50
CartPole-v1,truth,-,0,0,12,0,-0.02905,32w@8142h50
CartPole-v1,truth,-,0,0,12,1,0.21671,32w@8142h50
CartPole-v1,truth,-,0,0,12,2,0.00111,32w@8142h50
CartPole-v1,truth,-,0,0,12,3,-0.22907,32w@8142h50
CartPole-v1,truth,-,0,0,13,0,-0.02472,32w@8142h50
CartPole-v1,truth,-,0,0,13,1,0.02157,32w@8142h50
CartPole-v1,truth,-,0,0,13,2,-0.00347,32w@8142h50
CartPole-v1,truth,-,0,0,13,3,0.06396,32w@8142h50
CartPole-v1,truth,-,0,0,14,0,-0.02428,32w@8142h50
CartPole-v1,truth,-,0,0,14,1,0.21675,32w@8142h50
CartPole-v1,truth,-,0,0,14,2,-0.00219,32w@8142h50
CartPole-v1,truth,-,0,0,14,3,-0.22981,32w@8142h50
CartPole-v1,truth,-,0,0,15,0,-0.01995,32w@8142h50
CartPole-v1,truth,-,0,0,15,1,0.02166,32w@8142h50
CartPole-v1,truth,-,0,0,15,2,-0.00679,32w@8142h50
CartPole-v1,truth,-,0,0,15,3,0.06218,32w@8142h50
CartPole-v1,truth,-,0,0,16,0,-0.01952,32w@8142h50
CartPole-v1,truth,-,0,0,16,1,0.21687,32w@8142h50
CartPole-v1,truth,-,0,0,16,2,-0.00554,32w@8142h50
CartPole-v1,truth,-,0,0,16,3,-0.23264,32w@8142h50
CartPole-v1,truth,-,0,0,17,0,-0.01518,32w@8142h50
CartPole-v1,truth,-,0,0,17,1,0.02183,32w@8142h50
CartPole-v1,truth,-,0,0,17,2,-0.0102,32w@8142h50
CartPole-v1,truth,-,0,0,17,3,0.05829,32w@8142h50
CartPole-v1,truth,-,0,0,18,0,-0.01474,32w@8142h50
CartPole-v1,truth,-,0,0,18,1,0.2171,32w@8142h50
CartPole-v1,truth,-,0,0,18,2,-0.00903,32w@8142h50
CartPole-v1,truth,-,0,0,18,3,-0.23759,32w@8142h50
CartPole-v1,truth,-,0,0,19,0,-0.0104,32w@8142h50
CartPole-v1,truth,-,0,0,19,1,0.02211,32w@8142h50
CartPole-v1,truth,-,0,0,19,2,-0.01378,32w@8142h50
CartPole-v1,truth,-,0,0,19,3,0.05223,32w@8142h50
CartPole-v1,truth,-,0,0,20,0,-0.00996,32w@8142h50
CartPole-v1,truth,-,0,0,20,1,-0.17282,32w@8142h50
CartPole-v1,truth,-,0,0,20,2,-0.01274,32w@8142h50
CartPole-v1,truth,-,0,0,20,3,0.34053,32w@8142h50
CartPole-v1,truth,-,0,0,21,0,-0.01341,32w@8142h50
CartPole-v1,truth,-,0,0,21,1,0.02249,32w@8142h50
CartPole-v1,truth,-,0,0,21,2,-0.00593,32w@8142h50
CartPole-v1,truth,-,0,0,21,3,0.04386,32w@8142h50
CartPole-v1,truth,-,0,0,22,0,-0.01296,32w@8142h50
CartPole-v1,truth,-,0,0,22,1,0.21769,32w@8142h50
CartPole-v1,truth,-,0,0,22,2,-0.00505,32w@8142h50
CartPole-v1,truth,-,0,0,22,3,-0.25068,32w@8142h50
CartPole-v1,truth,-,0,0,23,0,-0.00861,32w@8142h50
CartPole-v1,truth,-,0,0,23,1,0.02264,32w@8142h50
CartPole-v1,truth,-,0,0,23,2,-0.01006,32w@8142h50
CartPole-v1,truth,-,0,0,23,3,0.0404,32w@8142h50
CartPole-v1,truth,-,0,0,24,0,-0.00816,32w@8142h50
CartPole-v1,truth,-,0,0,24,1,0.21791,32w@8142h50
CartPole-v1,truth,-,0,0,24,2,-0.00925,32w@8142h50
CartPole-v1,truth,-,0,0,24,3,-0.25544,32w@8142h50
CartPole-v1,truth,-,0,0,25,0,-0.0038,32w@8142h50
CartPole-v1,truth,-,0,0,25,1,0.02292,32w@8142h50
CartPole-v1,truth,-,0,0,25,2,-0.01436,32w@8142h50
CartPole-v1,truth,-,0,0,25,3,0.03431,32w@8142h50
CartPole-v1,truth,-,0,0,26,0,-0.00334,32w@8142h50
CartPole-v1,truth,-,0,0,26,1,-0.17199,32w@8142h50
CartPole-v1,truth,-,0,0,26,2,-0.01368,32w@8142h50
CartPole-v1,truth,-,0,0,26,3,0.32243,32w@8142h50
CartPole-v1,truth,-,0,0,27,0,-0.00678,32w@8142h50
CartPole-v1,truth,-,0,0,27,1,0.02332,32w@8142h50
CartPole-v1,truth,-,0,0,27,2,-0.00723,32w@8142h50
CartPole-v1,truth,-,0,0,27,3,0.02546,32w@8142h50
CartPole-v1,truth,-,0,0,28,0,-0.00631,32w@8142h50
CartPole-v1,truth,-,0,0,28,1,-0.1717,32w@8142h50
CartPole-v1,truth,-,0,0,28,2,-0.00672,32w@8142h50
CartPole-v1,truth,-,0,0,28,3,0.31586,32w@8142h50
CartPole-v1,truth,-,0,0,29,0,-0.00975,32w@8142h50
CartPole-v1,truth,-,0,0,29,1,0.02352,32w@8142h50
CartPole-v1,truth,-,0,0,29,2,-0.0004,32w@8142h50
CartPole-v1,truth,-,0,0,29,3,0.02106,32w@8142h50
CartPole-v1,truth,-,0,0,30,0,-0.00928,32w@8142h50
CartPole-v1,truth,-,0,0,30,1,0.21865,32w@8142h50
CartPole-v1,truth,-,0,0,30,2,2e-05,32w@8142h50
CartPole-v1,truth,-,0,0,30,3,-0.27175,32w@8142h50
CartPole-v1,truth,-,0,0,31,0,-0.0049,32w@8142h50
CartPole-v1,truth,-,0,0,31,1,0.02352,32w@8142h50
CartPole-v1,truth,-,0,0,31,2,-0.00542,32w@8142h50
CartPole-v1,truth,-,0,0,31,3,0.02094,32w@8142h50
CartPole-v1,truth,-,0,0,32,0,-0.00443,32w@8142h50
CartPole-v1,truth,-,0,0,32,1,0.21872,32w@8142h50
CartPole-v1,truth,-,0,0,32,2,-0.005,32w@8142h50
CartPole-v1,truth,-,0,0,32,3,-0.27344,32w@8142h50
CartPole-v1,truth,-,0,0,33,0,-6e-05,32w@8142h50
CartPole-v1,truth,-,0,0,33,1,0.02367,32w@8142h50
CartPole-v1,truth,-,0,0,33,2,-0.01047,32w@8142h50
CartPole-v1,truth,-,0,0,33,3,0.01766,32w@8142h50
CartPole-v1,truth,-,0,0,34,0,0.00041,32w@8142h50
CartPole-v1,truth,-,0,0,34,1,-0.1713,32w@8142h50
CartPole-v1,truth,-,0,0,34,2,-0.01011,32w@8142h50
CartPole-v1,truth,-,0,0,34,3,0.30702,32w@8142h50
CartPole-v1,truth,-,0,0,35,0,-0.00301,32w@8142h50
CartPole-v1,truth,-,0,0,35,1,0.02397,32w@8142h50
CartPole-v1,truth,-,0,0,35,2,-0.00397,32w@8142h50
CartPole-v1,truth,-,0,0,35,3,0.01117,32w@8142h50
CartPole-v1,truth,-,0,0,36,0,-0.00253,32w@8142h50
CartPole-v1,truth,-,0,0,36,1,0.21915,32w@8142h50
CartPole-v1,truth,-,0,0,36,2,-0.00375,32w@8142h50
CartPole-v1,truth,-,0,0,36,3,-0.28277,32w@8142h50
CartPole-v1,truth,-,0,0,37,0,0.00185,32w@8142h50
CartPole-v1,truth,-,0,0,37,1,0.02408,32w@8142h50
CartPole-v1,truth,-,0,0,37,2,-0.0094,32w@8142h50
CartPole-v1,truth,-,0,0,37,3,0.00873,32w@8142h50
CartPole-v1,truth,-,0,0,38,0,0.00233,32w@8142h50
CartPole-v1,truth,-,0,0,38,1,0.21933,32w@8142h50
CartPole-v1,truth,-,0,0,38,2,-0.00923,32w@8142h50
CartPole-v1,truth,-,0,0,38,3,-0.2869,32w@8142h50
CartPole-v1,truth,-,0,0,39,0,0.00672,32w@8142h50
CartPole-v1,truth,-,0,0,39,1,0.41459,32w@8142h50
CartPole-v1,truth,-,0,0,39,2,-0.01497,32w@8142h50
CartPole-v1,truth,-,0,0,39,3,-0.58248,32w@8142h50
CartPole-v1,truth,-,0,0,40,0,0.01501,32w@8142h50
CartPole-v1,truth,-,0,0,40,1,0.21968,32w@8142h50
CartPole-v1,truth,-,0,0,40,2,-0.02662,32w@8142h50
CartPole-v1,truth,-,0,0,40,3,-0.29455,32w@8142h50
CartPole-v1,truth,-,0,0,41,0,0.0194,32w@8142h50
CartPole-v1,truth,-,0,0,41,1,0.02494,32w@8142h50
CartPole-v1,truth,-,0,0,41,2,-0.03251,32w@8142h50
CartPole-v1,truth,-,0,0,41,3,-0.01038,32w@8142h50
CartPole-v1,truth,-,0,0,42,0,0.0199,32w@8142h50
CartPole-v1,truth,-,0,0,42,1,-0.1697,32w@8142h50
CartPole-v1,truth,-,0,0,42,2,-0.03272,32w@8142h50
CartPole-v1,truth,-,0,0,42,3,0.27187,32w@8142h50
CartPole-v1,truth,-,0,0,43,0,0.01651,32w@8142h50
CartPole-v1,truth,-,0,0,43,1,-0.36434,32w@8142h50
CartPole-v1,truth,-,0,0,43,2,-0.02728,32w@8142h50
CartPole-v1,truth,-,0,0,43,3,0.55406,32w@8142h50
CartPole-v1,truth,-,0,0,44,0,0.00922,32w@8142h50
CartPole-v1,truth,-,0,0,44,1,-0.16884,32w@8142h50
CartPole-v1,truth,-,0,0,44,2,-0.0162,32w@8142h50
CartPole-v1,truth,-,0,0,44,3,0.25291,32w@8142h50
CartPole-v1,truth,-,0,0,45,0,0.00584,32w@8142h50
CartPole-v1,truth,-,0,0,45,1,0.02651,32w@8142h50
CartPole-v1,truth,-,0,0,45,2,-0.01114,32w@8142h50
CartPole-v1,truth,-,0,0,45,3,-0.04484,32w@8142h50
CartPole-v1,truth,-,0,0,46,0,0.00637,32w@8142h50
CartPole-v1,truth,-,0,0,46,1,-0.16845,32w@8142h50
CartPole-v1,truth,-,0,0,46,2,-0.01204,32w@8142h50
CartPole-v1,truth,-,0,0,46,3,0.24431,32w@8142h50
CartPole-v1,truth,-,0,0,47,0,0.00301,32w@8142h50
CartPole-v1,truth,-,0,0,47,1,0.02684,32w@8142h50
CartPole-v1,truth,-,0,0,47,2,-0.00715,32w@8142h50
CartPole-v1,truth,-,0,0,47,3,-0.05215,32w@8142h50
CartPole-v1,truth,-,0,0,48,0,0.00354,32w@8142h50
CartPole-v1,truth,-,0,0,48,1,-0.16818,32w@8142h50
CartPole-v1,truth,-,0,0,48,2,-0.00819,32w@8142h50
CartPole-v1,truth,-,0,0,48,3,0.23827,32w@8142h50
CartPole-v1,truth,-,0,0,49,0,0.00018,32w@8142h50
CartPole-v1,truth,-,0,0,49,1,0.02706,32w@8142h50
CartPole-v1,truth,-,0,0,49,2,-0.00343,32w@8142h50
CartPole-v1,truth,-,0,0,49,3,-0.05698,32w@8142h50
CartPole-v1,truth,-,0,0,50,0,0.00072,32w@8142h50
CartPole-v1,truth,-,0,0,50,1,-0.16802,32w@8142h50
CartPole-v1,truth,-,0,0,50,2,-0.00457,32w@8142h50
CartPole-v1,truth,-,0,0,50,3,0.23462,32w@8142h50
CartPole-v1,truth,-,0,1,1,0,-0.006,32w@8142h50
CartPole-v1,truth,-,0,1,1,1,-0.15559,32w@8142h50
CartPole-v1,truth,-,0,1,1,2,0.00674,32w@8142h50
CartPole-v1,truth,-,0,1,1,3,0.22859,32w@8142h50
CartPole-v1,truth,-,0,1,2,0,-0.00912,32w@8142h50
CartPole-v1,truth,-,0,1,2,1,0.03943,32w@8142h50
CartPole-v1,truth,-,0,1,2,2,0.01131,32w@8142h50
CartPole-v1,truth,-,0,1,2,3,-0.06196,32w@8142h50
CartPole-v1,truth,-,0,1,3,0,-0.00833,32w@8142h50
CartPole-v1,truth,-,0,1,3,1,0.23439,32w@8142h50
CartPole-v1,truth,-,0,1,3,2,0.01007,32w@8142h50
CartPole-v1,truth,-,0,1,3,3,-0.35106,32w@8142h50
CartPole-v1,truth,-,0,1,4,0,-0.00364,32w@8142h50
CartPole-v1,truth,-,0,1,4,1,0.03913,32w@8142h50
CartPole-v1,truth,-,0,1,4,2,0.00305,32w@8142h50
CartPole-v1,truth,-,0,1,4,3,-0.05521,32w@8142h50
CartPole-v1,truth,-,0,1,5,0,-0.00286,32w@8142h50
CartPole-v1,truth,-,0,1,5,1,-0.15604,32w@8142h50
CartPole-v1,truth,-,0,1,5,2,0.00194,32w@8142h50
CartPole-v1,truth,-,0,1,5,3,0.23843,32w@8142h50
CartPole-v1,truth,-,0,1,6,0,-0.00598,32w@8142h50
CartPole-v1,truth,-,0,1,6,1,0.03905,32w@8142h50
CartPole-v1,truth,-,0,1,6,2,0.00671,32w@8142h50
CartPole-v1,truth,-,0,1,6,3,-0.05364,32w@8142h50
CartPole-v1,truth,-,0,1,7,0,-0.0052,32w@8142h50
CartPole-v1,truth,-,0,1,7,1,0.23408,32w@8142h50
CartPole-v1,truth,-,0,1,7,2,0.00564,32w@8142h50
CartPole-v1,truth,-,0,1,7,3,-0.3442,32w@8142h50
CartPole-v1,truth,-,0,1,8,0,-0.00052,32w@8142h50
CartPole-v1,truth,-,0,1,8,1,0.03888,32w@8142h50
CartPole-v1,truth,-,0,1,8,2,-0.00125,32w@8142h50
CartPole-v1,truth,-,0,1,8,3,-0.04974,32w@8142h50
CartPole-v1,truth,-,0,1,9,0,0.00026,32w@8142h50
CartPole-v1,truth,-,0,1,9,1,-0.15623,32w@8142h50
CartPole-v1,truth,-,0,1,9,2,-0.00224,32w@8142h50
CartPole-v1,truth,-,0,1,9,3,0.24255,32w@8142h50
CartPole-v1,truth,-,0,1,10,0,-0.00286,32w@8142h50
CartPole-v1,truth,-,0,1,10,1,-0.35132,32w@8142h50
CartPole-v1,truth,-,0,1,10,2,0.00261,32w@8142h50
CartPole-v1,truth,-,0,1,10,3,0.53452,32w@8142h50
CartPole-v1,truth,-,0,1,11,0,-0.00989,32w@8142h50
CartPole-v1,truth,-,0,1,11,1,-0.15623,32w@8142h50
CartPole-v1,truth,-,0,1,11,2,0.0133,32w@8142h50
CartPole-v1,truth,-,0,1,11,3,0.24266,32w@8142h50
CartPole-v1,truth,-,0,1,12,0,-0.01301,32w@8142h50
CartPole-v1,truth,-,0,1,12,1,0.0387,32w@8142h50
CartPole-v1,truth,-,0,1,12,2,0.01815,32w@8142h50
CartPole-v1,truth,-,0,1,12,3,-0.0458,32w@8142h50
CartPole-v1,truth,-,0,1,13,0,-0.01224,32w@8142h50
CartPole-v1,truth,-,0,1,13,1,0.23356,32w@8142h50
CartPole-v1,truth,-,0,1,13,2,0.01724,32w@8142h50
CartPole-v1,truth,-,0,1,13,3,-0.3327,32w@8142h50
CartPole-v1,truth,-,0,1,14,0,-0.00757,32w@8142h50
CartPole-v1,truth,-,0,1,14,1,0.03819,32w@8142h50
CartPole-v1,truth,-,0,1,14,2,0.01058,32w@8142h50
CartPole-v1,truth,-,0,1,14,3,-0.03463,32w@8142h50
CartPole-v1,truth,-,0,1,15,0,-0.0068,32w@8142h50
CartPole-v1,truth,-,0,1,15,1,0.23316,32w@8142h50
CartPole-v1,truth,-,0,1,15,2,0.00989,32w@8142h50
CartPole-v1,truth,-,0,1,15,3,-0.32395,32w@8142h50
CartPole-v1,truth,-,0,1,16,0,-0.00214,32w@8142h50
CartPole-v1,truth,-,0,1,16,1,0.0379,32w@8142h50
CartPole-v1,truth,-,0,1,16,2,0.00341,32w@8142h50
CartPole-v1,truth,-,0,1,16,3,-0.02816,32w@8142h50
CartPole-v1,truth,-,0,1,17,0,-0.00138,32w@8142h50
CartPole-v1,truth,-,0,1,17,1,0.23297,32w@8142h50
CartPole-v1,truth,-,0,1,17,2,0.00285,32w@8142h50
CartPole-v1,truth,-,0,1,17,3,-0.31977,32w@8142h50
CartPole-v1,truth,-,0,1,18,0,0.00328,32w@8142h50
CartPole-v1,truth,-,0,1,18,1,0.03781,32w@8142h50
CartPole-v1,truth,-,0,1,18,2,-0.00355,32w@8142h50
CartPole-v1,truth,-,0,1,18,3,-0.02619,32w@8142h50
CartPole-v1,truth,-,0,1,19,0,0.00403,32w@8142h50
CartPole-v1,truth,-,0,1,19,1,-0.15726,32w@8142h50
CartPole-v1,truth,-,0,1,19,2,-0.00407,32w@8142h50
CartPole-v1,truth,-,0,1,19,3,0.26537,32w@8142h50
CartPole-v1,truth,-,0,1,20,0,0.00089,32w@8142h50
CartPole-v1,truth,-,0,1,20,1,0.03792,32w@8142h50
CartPole-v1,truth,-,0,1,20,2,0.00124,32w@8142h50
CartPole-v1,truth,-,0,1,20,3,-0.02859,32w@8142h50
CartPole-v1,truth,-,0,1,21,0,0.00165,32w@8142h50
CartPole-v1,truth,-,0,1,21,1,-0.15722,32w@8142h50
CartPole-v1,truth,-,0,1,21,2,0.00067,32w@8142h50
CartPole-v1,truth,-,0,1,21,3,0.26448,32w@8142h50
CartPole-v1,truth,-,0,1,22,0,-0.0015,32w@8142h50
CartPole-v1,truth,-,0,1,22,1,0.03789,32w@8142h50
CartPole-v1,truth,-,0,1,22,2,0.00596,32w@8142h50
CartPole-v1,truth,-,0,1,22,3,-0.02799,32w@8142h50
CartPole-v1,truth,-,0,1,23,0,-0.00074,32w@8142h50
CartPole-v1,truth,-,0,1,23,1,-0.15732,32w@8142h50
CartPole-v1,truth,-,0,1,23,2,0.0054,32w@8142h50
CartPole-v1,truth,-,0,1,23,3,0.26657,32w@8142h50
CartPole-v1,truth,-,0,1,24,0,-0.00389,32w@8142h50
CartPole-v1,truth,-,0,1,24,1,0.03773,32w@8142h50
CartPole-v1,truth,-,0,1,24,2,0.01073,32w@8142h50
CartPole-v1,truth,-,0,1,24,3,-0.02441,32w@8142h50
CartPole-v1,truth,-,0,1,25,0,-0.00313,32w@8142h50
CartPole-v1,truth,-,0,1,25,1,0.2327,32w@8142h50
CartPole-v1,truth,-,0,1,25,2,0.01024,32w@8142h50
CartPole-v1,truth,-,0,1,25,3,-0.31369,32w@8142h50
CartPole-v1,truth,-,0,1,26,0,0.00152,32w@8142h50
CartPole-v1,truth,-,0,1,26,1,0.03743,32w@8142h50
CartPole-v1,truth,-,0,1,26,2,0.00397,32w@8142h50
CartPole-v1,truth,-,0,1,26,3,-0.01779,32w@8142h50
CartPole-v1,truth,-,0,1,27,0,0.00227,32w@8142h50
CartPole-v1,truth,-,0,1,27,1,0.23249,32w@8142h50
CartPole-v1,truth,-,0,1,27,2,0.00361,32w@8142h50
CartPole-v1,truth,-,0,1,27,3,-0.30922,32w@8142h50
CartPole-v1,truth,-,0,1,28,0,0.00692,32w@8142h50
CartPole-v1,truth,-,0,1,28,1,0.03732,32w@8142h50
CartPole-v1,truth,-,0,1,28,2,-0.00257,32w@8142h50
CartPole-v1,truth,-,0,1,28,3,-0.0154,32w@8142h50
CartPole-v1,truth,-,0,1,29,0,0.00767,32w@8142h50
CartPole-v1,truth,-,0,1,29,1,-0.15776,32w@8142h50
CartPole-v1,truth,-,0,1,29,2,-0.00288,32w@8142h50
CartPole-v1,truth,-,0,1,29,3,0.27647,32w@8142h50
CartPole-v1,truth,-,0,1,30,0,0.00451,32w@8142h50
CartPole-v1,truth,-,0,1,30,1,0.0374,32w@8142h50
CartPole-v1,truth,-,0,1,30,2,0.00265,32w@8142h50
CartPole-v1,truth,-,0,1,30,3,-0.01713,32w@8142h50
CartPole-v1,truth,-,0,1,31,0,0.00526,32w@8142h50
CartPole-v1,truth,-,0,1,31,1,0.23248,32w@8142h50
CartPole-v1,truth,-,0,1,31,2,0.0023,32w@8142h50
CartPole-v1,truth,-,0,1,31,3,-0.30897,32w@8142h50
CartPole-v1,truth,-,0,1,32,0,0.00991,32w@8142h50
CartPole-v1,truth,-,0,1,32,1,0.03733,32w@8142h50
CartPole-v1,truth,-,0,1,32,2,-0.00388,32w@8142h50
CartPole-v1,truth,-,0,1,32,3,-0.01556,32w@8142h50
CartPole-v1,truth,-,0,1,33,0,0.01066,32w@8142h50
CartPole-v1,truth,-,0,1,33,1,-0.15774,32w@8142h50
CartPole-v1,truth,-,0,1,33,2,-0.00419,32w@8142h50
CartPole-v1,truth,-,0,1,33,3,0.27589,32w@8142h50
CartPole-v1,truth,-,0,1,34,0,0.0075,32w@8142h50
CartPole-v1,truth,-,0,1,34,1,0.03744,32w@8142h50
CartPole-v1,truth,-,0,1,34,2,0.00133,32w@8142h50
CartPole-v1,truth,-,0,1,34,3,-0.01811,32w@8142h50
CartPole-v1,truth,-,0,1,35,0,0.00825,32w@8142h50
CartPole-v1,truth,-,0,1,35,1,0.23255,32w@8142h50
CartPole-v1,truth,-,0,1,35,2,0.00097,32w@8142h50
CartPole-v1,truth,-,0,1,35,3,-0.31037,32w@8142h50
CartPole-v1,truth,-,0,1,36,0,0.0129,32w@8142h50
CartPole-v1,truth,-,0,1,36,1,0.03741,32w@8142h50
CartPole-v1,truth,-,0,1,36,2,-0.00524,32w@8142h50
CartPole-v1,truth,-,0,1,36,3,-0.01738,32w@8142h50
CartPole-v1,truth,-,0,1,37,0,0.01365,32w@8142h50
CartPole-v1,truth,-,0,1,37,1,-0.15764,32w@8142h50
CartPole-v1,truth,-,0,1,37,2,-0.00559,32w@8142h50
CartPole-v1,truth,-,0,1,37,3,0.27364,32w@8142h50
CartPole-v1,truth,-,0,1,38,0,0.0105,32w@8142h50
CartPole-v1,truth,-,0,1,38,1,0.03757,32w@8142h50
CartPole-v1,truth,-,0,1,38,2,-0.00011,32w@8142h50
CartPole-v1,truth,-,0,1,38,3,-0.02079,32w@8142h50
CartPole-v1,truth,-,0,1,39,0,0.01125,32w@8142h50
CartPole-v1,truth,-,0,1,39,1,0.23269,32w@8142h50
CartPole-v1,truth,-,0,1,39,2,-0.00053,32w@8142h50
CartPole-v1,truth,-,0,1,39,3,-0.31351,32w@8142h50
CartPole-v1,truth,-,0,1,40,0,0.0159,32w@8142h50
CartPole-v1,truth,-,0,1,40,1,0.03757,32w@8142h50
CartPole-v1,truth,-,0,1,40,2,-0.0068,32w@8142h50
CartPole-v1,truth,-,0,1,40,3,-0.021,32w@8142h50
CartPole-v1,truth,-,0,1,41,0,0.01665,32w@8142h50
CartPole-v1,truth,-,0,1,41,1,-0.15745,32w@8142h50
CartPole-v1,truth,-,0,1,41,2,-0.00722,32w@8142h50
CartPole-v1,truth,-,0,1,41,3,0.26953,32w@8142h50
CartPole-v1,truth,-,0,1,42,0,0.0135,32w@8142h50
CartPole-v1,truth,-,0,1,42,1,0.03778,32w@8142h50
CartPole-v1,truth,-,0,1,42,2,-0.00183,32w@8142h50
CartPole-v1,truth,-,0,1,42,3,-0.02542,32w@8142h50
CartPole-v1,truth,-,0,1,43,0,0.01426,32w@8142h50
CartPole-v1,truth,-,0,1,43,1,-0.15732,32w@8142h50
CartPole-v1,truth,-,0,1,43,2,-0.00234,32w@8142h50
CartPole-v1,truth,-,0,1,43,3,0.26669,32w@8142h50
CartPole-v1,truth,-,0,1,44,0,0.01111,32w@8142h50
CartPole-v1,truth,-,0,1,44,1,0.03783,32w@8142h50
CartPole-v1,truth,-,0,1,44,2,0.003,32w@8142h50
CartPole-v1,truth,-,0,1,44,3,-0.02673,32w@8142h50
CartPole-v1,truth,-,0,1,45,0,0.01187,32w@8142h50
CartPole-v1,truth,-,0,1,45,1,0.23291,32w@8142h50
CartPole-v1,truth,-,0,1,45,2,0.00246,32w@8142h50
CartPole-v1,truth,-,0,1,45,3,-0.31847,32w@8142h50
CartPole-v1,truth,-,0,1,46,0,0.01653,32w@8142h50
CartPole-v1,truth,-,0,1,46,1,0.03776,32w@8142h50
CartPole-v1,truth,-,0,1,46,2,-0.00391,32w@8142h50
CartPole-v1,truth,-,0,1,46,3,-0.02501,32w@8142h50
CartPole-v1,truth,-,0,1,47,0,0.01728,32w@8142h50
CartPole-v1,truth,-,0,1,47,1,-0.15731,32w@8142h50
CartPole-v1,truth,-,0,1,47,2,-0.00441,32w@8142h50
CartPole-v1,truth,-,0,1,47,3,0.26644,32w@8142h50
CartPole-v1,truth,-,0,1,48,0,0.01414,32w@8142h50
CartPole-v1,truth,-,0,1,48,1,0.03788,32w@8142h50
CartPole-v1,truth,-,0,1,48,2,0.00092,32w@8142h50
CartPole-v1,truth,-,0,1,48,3,-0.02763,32w@8142h50
CartPole-v1,truth,-,0,1,49,0,0.01489,32w@8142h50
CartPole-v1,truth,-,0,1,49,1,0.23298,32w@8142h50
CartPole-v1,truth,-,0,1,49,2,0.00037,32w@8142h50
CartPole-v1,truth,-,0,1,49,3,-0.32002,32w@8142h50
CartPole-v1,truth,-,0,1,50,0,0.01955,32w@8142h50
CartPole-v1,truth,-,0,1,50,1,0.03786,32w@8142h50
CartPole-v1,truth,-,0,1,50,2,-0.00603,32w@8142h50
CartPole-v1,truth,-,0,1,50,3,-0.02722,32w@8142h50
CartPole-v1,truth,-,0,2,1,0,-0.12678,32w@8142h50
CartPole-v1,truth,-,0,2,1,1,-0.00558,32w@8142h50
CartPole-v1,truth,-,0,2,1,2,0.01858,32w@8142h50
CartPole-v1,truth,-,0,2,1,3,-0.01071,32w@8142h50
