env,model,variant,budget,window,h,channel,value,evalset
Acrobot-v1,truth,-,0,0,17,2,0.99559,32w@4030h50
Acrobot-v1,truth,-,0,0,17,3,-0.09386,32w@4030h50
Acrobot-v1,truth,-,0,0,17,4,0.78669,32w@4030h50
Acrobot-v1,truth,-,0,0,17,5,-2.03005,32w@4030h50
Acrobot-v1,truth,-,0,0,18,0,0.98819,32w@4030h50
Acrobot-v1,truth,-,0,0,18,1,0.15324,32w@4030h50
Acrobot-v1,truth,-,0,0,18,2,0.90783,32w@4030h50
Acrobot-v1,truth,-,0,0,18,3,-0.41935,32w@4030h50
Acrobot-v1,truth,-,0,0,18,4,0.47102,32w@4030h50
Acrobot-v1,truth,-,0,0,18,5,-1.28443,32w@4030h50
Acrobot-v1,truth,-,0,0,19,0,0.97396,32w@4030h50
Acrobot-v1,truth,-,0,0,19,1,0.22673,32w@4030h50
Acrobot-v1,truth,-,0,0,19,2,0.79399,32w@4030h50
Acrobot-v1,truth,-,0,0,19,3,-0.60794,32w@4030h50
Acrobot-v1,truth,-,0,0,19,4,0.2592,32w@4030h50
Acrobot-v1,truth,-,0,0,19,5,-0.88286,32w@4030h50
Acrobot-v1,truth,-,0,0,20,0,0.97388,32w@4030h50
Acrobot-v1,truth,-,0,0,20,1,0.22708,32w@4030h50
Acrobot-v1,truth,-,0,0,20,2,0.75696,32w@4030h50
Acrobot-v1,truth,-,0,0,20,3,-0.65346,32w@4030h50
Acrobot-v1,truth,-,0,0,20,4,-0.25353,32w@4030h50
Acrobot-v1,truth,-,0,0,20,5,0.29875,32w@4030h50
Acrobot-v1,truth,-,0,0,21,0,0.98794,32w@4030h50
Acrobot-v1,truth,-,0,0,21,1,0.15486,32w@4030h50
Acrobot-v1,truth,-,0,0,21,2,0.82422,32w@4030h50
Acrobot-v1,truth,-,0,0,21,3,-0.56627,32w@4030h50
Acrobot-v1,truth,-,0,0,21,4,-0.46651,32w@4030h50
Acrobot-v1,truth,-,0,0,21,5,0.77972,32w@4030h50
Acrobot-v1,truth,-,0,0,22,0,0.99967,32w@4030h50
Acrobot-v1,truth,-,0,0,22,1,0.02557,32w@4030h50
Acrobot-v1,truth,-,0,0,22,2,0.94011,32w@4030h50
Acrobot-v1,truth,-,0,0,22,3,-0.34086,32w@4030h50
Acrobot-v1,truth,-,0,0,22,4,-0.80453,32w@4030h50
Acrobot-v1,truth,-,0,0,22,5,1.71239,32w@4030h50
Acrobot-v1,truth,-,0,0,23,0,0.99063,32w@4030h50
Acrobot-v1,truth,-,0,0,23,1,-0.13658,32w@4030h50
Acrobot-v1,truth,-,0,0,23,2,0.99984,32w@4030h50
Acrobot-v1,truth,-,0,0,23,3,0.01798,32w@4030h50
Acrobot-v1,truth,-,0,0,23,4,-0.77503,32w@4030h50
Acrobot-v1,truth,-,0,0,23,5,1.85304,32w@4030h50
Acrobot-v1,truth,-,0,0,24,0,0.96492,32w@4030h50
Acrobot-v1,truth,-,0,0,24,1,-0.26253,32w@4030h50
Acrobot-v1,truth,-,0,0,24,2,0.93764,32w@4030h50
Acrobot-v1,truth,-,0,0,24,3,0.34761,32w@4030h50
Acrobot-v1,truth,-,0,0,24,4,-0.47427,32w@4030h50
Acrobot-v1,truth,-,0,0,24,5,1.43957,32w@4030h50
Acrobot-v1,truth,-,0,0,25,0,0.94655,32w@4030h50
Acrobot-v1,truth,-,0,0,25,1,-0.32256,32w@4030h50
Acrobot-v1,truth,-,0,0,25,2,0.82368,32w@4030h50
Acrobot-v1,truth,-,0,0,25,3,0.56705,32w@4030h50
Acrobot-v1,truth,-,0,0,25,4,-0.13578,32w@4030h50
Acrobot-v1,truth,-,0,0,25,5,0.99532,32w@4030h50
Acrobot-v1,truth,-,0,0,26,0,0.95744,32w@4030h50
Acrobot-v1,truth,-,0,0,26,1,-0.28862,32w@4030h50
Acrobot-v1,truth,-,0,0,26,2,0.77867,32w@4030h50
Acrobot-v1,truth,-,0,0,26,3,0.62743,32w@4030h50
Acrobot-v1,truth,-,0,0,26,4,0.48253,32w@4030h50
Acrobot-v1,truth,-,0,0,26,5,-0.24258,32w@4030h50
Acrobot-v1,truth,-,0,0,27,0,0.98792,32w@4030h50
Acrobot-v1,truth,-,0,0,27,1,-0.15493,32w@4030h50
Acrobot-v1,truth,-,0,0,27,2,0.85562,32w@4030h50
Acrobot-v1,truth,-,0,0,27,3,0.5176,32w@4030h50
Acrobot-v1,truth,-,0,0,27,4,0.86115,32w@4030h50
Acrobot-v1,truth,-,0,0,27,5,-1.06678,32w@4030h50
Acrobot-v1,truth,-,0,0,28,0,0.99933,32w@4030h50
Acrobot-v1,truth,-,0,0,28,1,0.03667,32w@4030h50
Acrobot-v1,truth,-,0,0,28,2,0.96315,32w@4030h50
Acrobot-v1,truth,-,0,0,28,3,0.26896,32w@4030h50
Acrobot-v1,truth,-,0,0,28,4,1.01669,32w@4030h50
Acrobot-v1,truth,-,0,0,28,5,-1.57966,32w@4030h50
Acrobot-v1,truth,-,0,0,29,0,0.97353,32w@4030h50
Acrobot-v1,truth,-,0,0,29,1,0.22857,32w@4030h50
Acrobot-v1,truth,-,0,0,29,2,0.99863,32w@4030h50
Acrobot-v1,truth,-,0,0,29,3,-0.05242,32w@4030h50
Acrobot-v1,truth,-,0,0,29,4,0.87258,32w@4030h50
Acrobot-v1,truth,-,0,0,29,5,-1.57761,32w@4030h50
Acrobot-v1,truth,-,0,0,30,0,0.92862,32w@4030h50
Acrobot-v1,truth,-,0,0,30,1,0.37102,32w@4030h50
Acrobot-v1,truth,-,0,0,30,2,0.93649,32w@4030h50
Acrobot-v1,truth,-,0,0,30,3,-0.3507,32w@4030h50
Acrobot-v1,truth,-,0,0,30,4,0.58308,32w@4030h50
Acrobot-v1,truth,-,0,0,30,5,-1.40679,32w@4030h50
Acrobot-v1,truth,-,0,0,31,0,0.89988,32w@4030h50
Acrobot-v1,truth,-,0,0,31,1,0.43614,32w@4030h50
Acrobot-v1,truth,-,0,0,31,2,0.83057,32w@4030h50
Acrobot-v1,truth,-,0,0,31,3,-0.55692,32w@4030h50
Acrobot-v1,truth,-,0,0,31,4,0.11062,32w@4030h50
Acrobot-v1,truth,-,0,0,31,5,-0.87604,32w@4030h50
Acrobot-v1,truth,-,0,0,32,0,0.91252,32w@4030h50
Acrobot-v1,truth,-,0,0,32,1,0.40902,32w@4030h50
Acrobot-v1,truth,-,0,0,32,2,0.7659,32w@4030h50
Acrobot-v1,truth,-,0,0,32,3,-0.64296,32w@4030h50
Acrobot-v1,truth,-,0,0,32,4,-0.40519,32w@4030h50
Acrobot-v1,truth,-,0,0,32,5,-0.19058,32w@4030h50
Acrobot-v1,truth,-,0,0,33,0,0.96338,32w@4030h50
Acrobot-v1,truth,-,0,0,33,1,0.26813,32w@4030h50
Acrobot-v1,truth,-,0,0,33,2,0.82282,32w@4030h50
Acrobot-v1,truth,-,0,0,33,3,-0.5683,32w@4030h50
Acrobot-v1,truth,-,0,0,33,4,-1.06432,32w@4030h50
Acrobot-v1,truth,-,0,0,33,5,1.10652,32w@4030h50
Acrobot-v1,truth,-,0,0,34,0,0.99992,32w@4030h50
Acrobot-v1,truth,-,0,0,34,1,0.0127,32w@4030h50
Acrobot-v1,truth,-,0,0,34,2,0.96244,32w@4030h50
Acrobot-v1,truth,-,0,0,34,3,-0.27149,32w@4030h50
Acrobot-v1,truth,-,0,0,34,4,-1.46664,32w@4030h50
Acrobot-v1,truth,-,0,0,34,5,2.10551,32w@4030h50
Acrobot-v1,truth,-,0,0,35,0,0.96295,32w@4030h50
Acrobot-v1,truth,-,0,0,35,1,-0.26968,32w@4030h50
Acrobot-v1,truth,-,0,0,35,2,0.9881,32w@4030h50
Acrobot-v1,truth,-,0,0,35,3,0.15382,32w@4030h50
Acrobot-v1,truth,-,0,0,35,4,-1.31725,32w@4030h50
Acrobot-v1,truth,-,0,0,35,5,2.05671,32w@4030h50
Acrobot-v1,truth,-,0,0,36,0,0.88363,32w@4030h50
Acrobot-v1,truth,-,0,0,36,1,-0.46819,32w@4030h50
Acrobot-v1,truth,-,0,0,36,2,0.87738,32w@4030h50
Acrobot-v1,truth,-,0,0,36,3,0.47979,32w@4030h50
Acrobot-v1,truth,-,0,0,36,4,-0.77654,32w@4030h50
Acrobot-v1,truth,-,0,0,36,5,1.32401,32w@4030h50
Acrobot-v1,truth,-,0,0,37,0,0.84141,32w@4030h50
Acrobot-v1,truth,-,0,0,37,1,-0.5404,32w@4030h50
Acrobot-v1,truth,-,0,0,37,2,0.78708,32w@4030h50
Acrobot-v1,truth,-,0,0,37,3,0.61685,32w@4030h50
Acrobot-v1,truth,-,0,0,37,4,-0.04558,32w@4030h50
Acrobot-v1,truth,-,0,0,37,5,0.29735,32w@4030h50
Acrobot-v1,truth,-,0,0,38,0,0.86938,32w@4030h50
Acrobot-v1,truth,-,0,0,38,1,-0.49415,32w@4030h50
Acrobot-v1,truth,-,0,0,38,2,0.797,32w@4030h50
Acrobot-v1,truth,-,0,0,38,3,0.60399,32w@4030h50
Acrobot-v1,truth,-,0,0,38,4,0.57653,32w@4030h50
Acrobot-v1,truth,-,0,0,38,5,-0.45477,32w@4030h50
Acrobot-v1,truth,-,0,0,39,0,0.9398,32w@4030h50
Acrobot-v1,truth,-,0,0,39,1,-0.34172,32w@4030h50
Acrobot-v1,truth,-,0,0,39,2,0.88233,32w@4030h50
Acrobot-v1,truth,-,0,0,39,3,0.47063,32w@4030h50
Acrobot-v1,truth,-,0,0,39,4,1.07136,32w@4030h50
Acrobot-v1,truth,-,0,0,39,5,-1.09394,32w@4030h50
Acrobot-v1,truth,-,0,0,40,0,0.99561,32w@4030h50
Acrobot-v1,truth,-,0,0,40,1,-0.09356,32w@4030h50
Acrobot-v1,truth,-,0,0,40,2,0.97997,32w@4030h50
Acrobot-v1,truth,-,0,0,40,3,0.19913,32w@4030h50
Acrobot-v1,truth,-,0,0,40,4,1.42151,32w@4030h50
Acrobot-v1,truth,-,0,0,40,5,-1.71822,32w@4030h50
Acrobot-v1,truth,-,0,0,41,0,0.98406,32w@4030h50
Acrobot-v1,truth,-,0,0,41,1,0.17782,32w@4030h50
Acrobot-v1,truth,-,0,0,41,2,0.99295,32w@4030h50
Acrobot-v1,truth,-,0,0,41,3,-0.11854,32w@4030h50
Acrobot-v1,truth,-,0,0,41,4,1.23672,32w@4030h50
Acrobot-v1,truth,-,0,0,41,5,-1.36884,32w@4030h50
Acrobot-v1,truth,-,0,0,42,0,0.91972,32w@4030h50
Acrobot-v1,truth,-,0,0,42,1,0.39257,32w@4030h50
Acrobot-v1,truth,-,0,0,42,2,0.92916,32w@4030h50
Acrobot-v1,truth,-,0,0,42,3,-0.36967,32w@4030h50
Acrobot-v1,truth,-,0,0,42,4,0.95876,32w@4030h50
Acrobot-v1,truth,-,0,0,42,5,-1.15372,32w@4030h50
Acrobot-v1,truth,-,0,0,43,0,0.85492,32w@4030h50
Acrobot-v1,truth,-,0,0,43,1,0.51875,32w@4030h50
Acrobot-v1,truth,-,0,0,43,2,0.84911,32w@4030h50
Acrobot-v1,truth,-,0,0,43,3,-0.52821,32w@4030h50
Acrobot-v1,truth,-,0,0,43,4,0.43274,32w@4030h50
Acrobot-v1,truth,-,0,0,43,5,-0.58774,32w@4030h50
Acrobot-v1,truth,-,0,0,44,0,0.84866,32w@4030h50
Acrobot-v1,truth,-,0,0,44,1,0.52894,32w@4030h50
Acrobot-v1,truth,-,0,0,44,2,0.84033,32w@4030h50
Acrobot-v1,truth,-,0,0,44,3,-0.54207,32w@4030h50
Acrobot-v1,truth,-,0,0,44,4,-0.31465,32w@4030h50
Acrobot-v1,truth,-,0,0,44,5,0.42523,32w@4030h50
Acrobot-v1,truth,-,0,0,45,0,0.90619,32w@4030h50
Acrobot-v1,truth,-,0,0,45,1,0.42287,32w@4030h50
Acrobot-v1,truth,-,0,0,45,2,0.91126,32w@4030h50
Acrobot-v1,truth,-,0,0,45,3,-0.41184,32w@4030h50
Acrobot-v1,truth,-,0,0,45,4,-0.86859,32w@4030h50
Acrobot-v1,truth,-,0,0,45,5,1.02862,32w@4030h50
Acrobot-v1,truth,-,0,0,46,0,0.97488,32w@4030h50
Acrobot-v1,truth,-,0,0,46,1,0.22273,32w@4030h50
Acrobot-v1,truth,-,0,0,46,2,0.98362,32w@4030h50
Acrobot-v1,truth,-,0,0,46,3,-0.18026,32w@4030h50
Acrobot-v1,truth,-,0,0,46,4,-1.20377,32w@4030h50
Acrobot-v1,truth,-,0,0,46,5,1.3348,32w@4030h50
Acrobot-v1,truth,-,0,0,47,0,0.99883,32w@4030h50
Acrobot-v1,truth,-,0,0,47,1,-0.04839,32w@4030h50
Acrobot-v1,truth,-,0,0,47,2,0.98975,32w@4030h50
Acrobot-v1,truth,-,0,0,47,3,0.14278,32w@4030h50
Acrobot-v1,truth,-,0,0,47,4,-1.45954,32w@4030h50
Acrobot-v1,truth,-,0,0,47,5,1.80351,32w@4030h50
Acrobot-v1,truth,-,0,0,48,0,0.94613,32w@4030h50
Acrobot-v1,truth,-,0,0,48,1,-0.32379,32w@4030h50
Acrobot-v1,truth,-,0,0,48,2,0.88148,32w@4030h50
Acrobot-v1,truth,-,0,0,48,3,0.47221,32w@4030h50
Acrobot-v1,truth,-,0,0,48,4,-1.28731,32w@4030h50
Acrobot-v1,truth,-,0,0,48,5,1.57745,32w@4030h50
Acrobot-v1,truth,-,0,0,49,0,0.86365,32w@4030h50
Acrobot-v1,truth,-,0,0,49,1,-0.5041,32w@4030h50
Acrobot-v1,truth,-,0,0,49,2,0.75836,32w@4030h50
Acrobot-v1,truth,-,0,0,49,3,0.65184,32w@4030h50
Acrobot-v1,truth,-,0,0,49,4,-0.66197,32w@4030h50
Acrobot-v1,truth,-,0,0,49,5,0.56483,32w@4030h50
Acrobot-v1,truth,-,0,0,50,0,0.83369,32w@4030h50
Acrobot-v1,truth,-,0,0,50,1,-0.55223,32w@4030h50
Acrobot-v1,truth,-,0,0,50,2,0.75803,32w@4030h50
Acrobot-v1,truth,-,0,0,50,3,0.65222,32w@4030h50
Acrobot-v1,truth,-,0,0,50,4,0.10435,32w@4030h50
Acrobot-v1,truth,-,0,0,50,5,-0.56117,32w@4030h50
Acrobot-v1,truth,-,0,1,1,0,0.71633,32w@4030h50
Acrobot-v1,truth,-,0,1,1,1,-0.69776,32w@4030h50
Acrobot-v1,truth,-,0,1,1,2,-0.94928,32w@4030h50
Acrobot-v1,truth,-,0,1,1,3,0.31442,32w@4030h50
Acrobot-v1,truth,-,0,1,1,4,-2.39591,32w@4030h50
Acrobot-v1,truth,-,0,1,1,5,2.93375,32w@4030h50
Acrobot-v1,truth,-,0,1,2,0,0.403,32w@4030h50
Acrobot-v1,truth,-,0,1,2,1,-0.9152,32w@4030h50
Acrobot-v1,truth,-,0,1,2,2,-0.99097,32w@4030h50
Acrobot-v1,truth,-,0,1,2,3,-0.13409,32w@4030h50
Acrobot-v1,truth,-,0,1,2,4,-1.38375,32w@4030h50
Acrobot-v1,truth,-,0,1,2,5,1.60979,32w@4030h50
Acrobot-v1,truth,-,0,1,3,0,0.25411,32w@4030h50
Acrobot-v1,truth,-,0,1,3,1,-0.96718,32w@4030h50
Acrobot-v1,truth,-,0,1,3,2,-0.94954,32w@4030h50
Acrobot-v1,truth,-,0,1,3,3,-0.31366,32w@4030h50
Acrobot-v1,truth,-,0,1,3,4,-0.18353,32w@4030h50
Acrobot-v1,truth,-,0,1,3,5,0.22417,32w@4030h50
Acrobot-v1,truth,-,0,1,4,0,0.33002,32w@4030h50
Acrobot-v1,truth,-,0,1,4,1,-0.94397,32w@4030h50
Acrobot-v1,truth,-,0,1,4,2,-0.97073,32w@4030h50
Acrobot-v1,truth,-,0,1,4,3,-0.24018,32w@4030h50
Acrobot-v1,truth,-,0,1,4,4,0.97301,32w@4030h50
Acrobot-v1,truth,-,0,1,4,5,-0.98166,32w@4030h50
Acrobot-v1,truth,-,0,1,5,0,0.60191,32w@4030h50
Acrobot-v1,truth,-,0,1,5,1,-0.79857,32w@4030h50
Acrobot-v1,truth,-,0,1,5,2,-0.9962,32w@4030h50
Acrobot-v1,truth,-,0,1,5,3,0.08705,32w@4030h50
Acrobot-v1,truth,-,0,1,5,4,2.08598,32w@4030h50
Acrobot-v1,truth,-,0,1,5,5,-2.30074,32w@4030h50
Acrobot-v1,truth,-,0,1,6,0,0.91001,32w@4030h50
Acrobot-v1,truth,-,0,1,6,1,-0.4146,32w@4030h50
Acrobot-v1,truth,-,0,1,6,2,-0.77982,32w@4030h50
Acrobot-v1,truth,-,0,1,6,3,0.62601,32w@4030h50
Acrobot-v1,truth,-,0,1,6,4,2.79228,32w@4030h50
Acrobot-v1,truth,-,0,1,6,5,-3.60551,32w@4030h50
Acrobot-v1,truth,-,0,1,7,0,0.9885,32w@4030h50
Acrobot-v1,truth,-,0,1,7,1,0.15121,32w@4030h50
Acrobot-v1,truth,-,0,1,7,2,-0.03296,32w@4030h50
Acrobot-v1,truth,-,0,1,7,3,0.99946,32w@4030h50
Acrobot-v1,truth,-,0,1,7,4,2.93576,32w@4030h50
Acrobot-v1,truth,-,0,1,7,5,-5.02449,32w@4030h50
Acrobot-v1,truth,-,0,1,8,0,0.74456,32w@4030h50
Acrobot-v1,truth,-,0,1,8,1,0.66755,32w@4030h50
Acrobot-v1,truth,-,0,1,8,2,0.89239,32w@4030h50
Acrobot-v1,truth,-,0,1,8,3,0.45127,32w@4030h50
Acrobot-v1,truth,-,0,1,8,4,2.78047,32w@4030h50
Acrobot-v1,truth,-,0,1,8,5,-6.15526,32w@4030h50
Acrobot-v1,truth,-,0,1,9,0,0.38063,32w@4030h50
Acrobot-v1,truth,-,0,1,9,1,0.92473,32w@4030h50
Acrobot-v1,truth,-,0,1,9,2,0.78548,32w@4030h50
Acrobot-v1,truth,-,0,1,9,3,-0.61889,32w@4030h50
Acrobot-v1,truth,-,0,1,9,4,1.54408,32w@4030h50
Acrobot-v1,truth,-,0,1,9,5,-4.85968,32w@4030h50
Acrobot-v1,truth,-,0,1,10,0,0.2433,32w@4030h50
Acrobot-v1,truth,-,0,1,10,1,0.96995,32w@4030h50
Acrobot-v1,truth,-,0,1,10,2,0.11556,32w@4030h50
Acrobot-v1,truth,-,0,1,10,3,-0.9933,32w@4030h50
Acrobot-v1,truth,-,0,1,10,4,-0.12153,32w@4030h50
Acrobot-v1,truth,-,0,1,10,5,-2.99793,32w@4030h50
Acrobot-v1,truth,-,0,1,11,0,0.42865,32w@4030h50
Acrobot-v1,truth,-,0,1,11,1,0.90347,32w@4030h50
Acrobot-v1,truth,-,0,1,11,2,-0.26417,32w@4030h50
Acrobot-v1,truth,-,0,1,11,3,-0.96448,32w@4030h50
Acrobot-v1,truth,-,0,1,11,4,-1.80472,32w@4030h50
Acrobot-v1,truth,-,0,1,11,5,-0.81068,32w@4030h50
Acrobot-v1,truth,-,0,1,12,0,0.79781,32w@4030h50
Acrobot-v1,truth,-,0,1,12,1,0.60291,32w@4030h50
Acrobot-v1,truth,-,0,1,12,2,-0.23884,32w@4030h50
Acrobot-v1,truth,-,0,1,12,3,-0.97106,32w@4030h50
Acrobot-v1,truth,-,0,1,12,4,-2.90656,32w@4030h50
Acrobot-v1,truth,-,0,1,12,5,1.08951,32w@4030h50
Acrobot-v1,truth,-,0,1,13,0,0.99989,32w@4030h50
Acrobot-v1,truth,-,0,1,13,1,0.01466,32w@4030h50
Acrobot-v1,truth,-,0,1,13,2,0.15875,32w@4030h50
Acrobot-v1,truth,-,0,1,13,3,-0.98732,32w@4030h50
Acrobot-v1,truth,-,0,1,13,4,-3.28929,32w@4030h50
Acrobot-v1,truth,-,0,1,13,5,2.8394,32w@4030h50
Acrobot-v1,truth,-,0,1,14,0,0.81452,32w@4030h50
Acrobot-v1,truth,-,0,1,14,1,-0.58013,32w@4030h50
Acrobot-v1,truth,-,0,1,14,2,0.74243,32w@4030h50
Acrobot-v1,truth,-,0,1,14,3,-0.66993,32w@4030h50
Acrobot-v1,truth,-,0,1,14,4,-2.9354,32w@4030h50
Acrobot-v1,truth,-,0,1,14,5,3.72374,32w@4030h50
Acrobot-v1,truth,-,0,1,15,0,0.41591,32w@4030h50
Acrobot-v1,truth,-,0,1,15,1,-0.9094,32w@4030h50
Acrobot-v1,truth,-,0,1,15,2,0.9991,32w@4030h50
Acrobot-v1,truth,-,0,1,15,3,0.04238,32w@4030h50
Acrobot-v1,truth,-,0,1,15,4,-2.20229,32w@4030h50
Acrobot-v1,truth,-,0,1,15,5,3.81624,32w@4030h50
Acrobot-v1,truth,-,0,1,16,0,0.11332,32w@4030h50
Acrobot-v1,truth,-,0,1,16,1,-0.99356,32w@4030h50
Acrobot-v1,truth,-,0,1,16,2,0.76948,32w@4030h50
Acrobot-v1,truth,-,0,1,16,3,0.63867,32w@4030h50
