,load_h6,load_h12,load_h24,load_sum6,load_sum12,load_sum24,solar_h6,solar_h12,solar_h24,solar_sum6,solar_sum12,solar_sum24,price_h6,price_h12,price_h24,temperature_h6,temperature_h12,temperature_h24,humidity_h6,humidity_h12,humidity_h24,diffuse_h6,diffuse_h12,diffuse_h24,direct_h6,direct_h12,direct_h24
24,1.4066288,1.2691023,1.4122539,8.30236,14.9062395,31.630405,0.053972483,2.825342,-0.002834022,0.13719684,11.416569,22.099632,0.21887743,0.21884757,0.22026068,19.202818,22.403303,19.803772,79.864555,75.10412,78.392426,25.416962,880.9735,-1.8038635,73.91144,631.6516,7.1856384
25,0.9317343,1.0401322,1.2860852,6.9238806,12.500516,28.51254,0.35724872,2.8682444,-0.01936227,0.32682538,14.329893,22.166075,0.21767837,0.21797906,0.21904972,19.24931,22.474396,19.593212,81.456055,74.84358,81.00662,200.1301,878.3503,-7.752411,317.43372,595.5109,-0.031402588
26,0.8099429,0.9750317,1.1788604,5.7081857,11.232339,28.526627,1.13113,2.7179115,-0.018241107,1.5186872,17.325537,22.311638,0.2192721,0.21915975,0.21965402,20.516571,22.26844,19.52427,78.86651,74.913666,81.5407,421.1471,778.89307,-7.6901855,493.52716,451.5819,0.36775208
27,0.8127901,1.1874301,0.9945335,5.003169,10.964857,29.08189,1.8382447,2.4430766,0.0032781959,3.3699455,19.633608,22.754873,0.21865213,0.21789038,0.21957067,21.458502,22.022602,19.36725,83.34904,79.235466,83.10793,593.9646,656.5404,-1.2306213,563.4641,360.53445,-1.1453857
28,0.8325366,1.2544204,0.9436683,4.959559,11.232373,27.43447,2.3462539,1.8295859,0.01831764,5.5931945,21.199038,22.704603,0.21819451,0.22728851,0.22000392,21.662148,21.69839,19.04476,84.21044,79.502075,82.00656,729.25543,510.26453,5.6663513,661.2553,246.68066,3.6075592
29,0.858085,1.2699578,0.96427965,5.0999446,11.967098,28.256153,2.6056123,1.1472973,0.015837252,7.56226,21.467005,21.86671,0.21864003,0.25357166,0.22010289,21.816425,21.341763,18.746527,86.38826,81.714775,82.26099,818.2686,387.80283,3.7612457,672.26086,209.72638,10.969498
30,0.9674398,1.3340243,1.0109887,5.4617095,13.017662,28.64884,2.7675,0.35820135,0.04607463,10.100171,21.268776,21.473484,0.21803787,0.34788784,0.22066835,22.437172,20.72429,19.017242,82.56685,77.71366,79.69266,876.84143,161.58165,19.634796,657.5602,94.98222,36.012527
31,1.220931,1.3496944,1.0105991,6.1360226,14.059971,30.297934,2.9178789,0.076541066,0.474596,14.312674,22.459414,23.197895,0.21843219,0.33050928,0.22022042,22.647116,20.513794,20.01641,79.46035,76.61974,77.94961,902.0742,30.7883,161.74152,512.26373,24.117447,171.25648
32,1.3466158,1.3477688,1.0562861,6.505904,13.797131,28.865553,2.64442,0.046973526,1.2117529,15.363312,20.87872,22.85783,0.22020568,0.39440838,0.22049335,22.413515,20.333292,20.655346,81.118805,75.23149,78.287125,733.58386,16.542068,347.45096,383.891,18.827103,253.41849
33,1.3157387,1.3985877,0.9952508,6.934635,14.703833,28.509333,2.2758026,0.02586186,1.8220828,15.734621,18.910257,22.630196,0.22120659,0.3478725,0.220869,21.910116,20.318861,20.921259,77.93494,74.33401,77.590385,543.1771,14.685059,447.64807,103.0378,17.414917,198.40193
34,1.3063272,2.1250598,0.84727716,6.6077623,16.85531,30.01053,1.6692821,0.023543417,2.3191562,15.209336,16.750135,22.476952,0.251989,0.26413405,0.21985312,21.851648,20.100168,21.607302,72.82156,74.98958,78.235275,376.39972,10.39772,543.515,50.837708,7.1405334,254.60632
35,1.1896782,2.0620666,0.8591256,6.738525,17.871883,29.966534,1.0511781,0.004468262,2.7102199,13.7038765,14.284559,22.55187,0.31306192,0.22095014,0.21953596,21.18025,19.816826,21.819954,72.74589,76.27955,75.223724,318.82794,3.714676,650.5322,169.78546,7.413086,322.19324
36,1.0157055,1.6157813,0.8589354,5.7623286,15.771854,26.725462,0.39816934,0.008057058,2.9380398,11.062431,11.281292,22.745586,0.22572613,0.21959972,0.21996951,20.829788,19.62223,22.091284,71.881935,78.42415,73.85223,151.84106,2.690857,656.8582,72.8662,10.957672,237.39204
37,1.1986356,1.3556502,1.0695577,7.3529296,17.42718,28.970387,0.08516127,-0.0058990717,2.8143225,7.8875165,7.9855514,21.93729,0.23340575,0.22020106,0.22018617,20.35554,19.570448,21.844389,75.64596,80.30283,74.3794,14.264725,-3.325592,622.7677,32.573227,8.888855,235.45969
38,1.5598185,1.0914497,1.0964843,7.121854,17.839897,29.165003,0.022251487,-0.0035309792,2.6189246,5.37742,5.376936,21.718906,0.32167676,0.21781704,0.21985775,20.216599,19.414524,21.657782,73.25321,81.44091,75.917816,36.762787,4.021881,709.66,321.4664,23.06105,98.91969
39,2.5643718,1.0111762,1.0936009,7.8220234,19.196772,31.258625,0.011360645,-0.009831786,2.123149,3.0906045,3.0840793,21.69088,0.22319081,0.22038326,0.22102636,20.546173,19.178381,22.094496,70.63779,84.18158,74.667305,7.0519714,-1.8718262,651.87976,299.17166,23.457016,81.72345
40,2.047574,1.074301,0.9778518,8.527062,17.363974,28.6045,-0.002380371,-0.009633303,1.5113355,1.2822367,1.2559236,21.645796,0.26254916,0.22067331,0.53021336,20.231144,18.897808,22.15524,70.28105,85.921295,72.72385,1.8950195,1.0878601,514.0272,118.356285,20.680252,189.7078
41,2.1818867,0.8761893,1.3209544,16.109102,23.223,34.60303,0.005373955,-0.014797568,0.9092524,0.6647755,0.62267315,22.040659,0.22030604,0.22003935,0.5442983,19.970634,18.76916,21.693373,72.27699,86.16847,73.24164,0.21383667,5.6133423,386.17236,36.341476,13.198853,220.4005
42,1.7883928,0.9120685,1.4220535,12.628666,18.792921,31.029177,0.035267472,0.046923637,0.34142208,0.4295231,0.55125344,22.214603,0.21955979,0.21971369,0.53944445,20.29167,19.347939,21.909857,78.268295,87.66045,74.03243,0.67141724,20.064423,252.6814,14.691925,10.381332,310.66788
43,1.514295,0.9000009,2.1900783,17.673111,23.82141,38.380672,0.037469387,0.34776402,0.08902502,0.29654253,0.81131923,21.87412,0.2192578,0.22000086,0.53133774,20.0315,19.74331,21.8534,76.952934,88.25606,71.83964,3.1133118,110.6198,81.85634,9.163116,13.229828,345.34125
44,1.1545398,0.9074483,2.817408,14.4035,20.022053,36.286247,0.038622797,1.0174588,0.041134894,0.2760896,1.7549316,21.854437,0.22117925,0.22180973,0.533386,20.208946,20.67071,21.84161,76.760925,85.74363,67.62014,11.018341,259.4347,18.467407,7.0186005,122.129,152.13217
45,1.0085717,0.8603656,3.5916543,9.637668,14.844943,34.4126,0.04124546,1.7067194,0.027204394,0.281618,3.3938265,21.918715,0.22031325,0.22090818,0.22149643,19.129158,20.892916,20.779875,85.10702,81.04821,74.27276,8.665436,380.99854,9.377808,9.411713,84.03932,116.18019
46,0.91213936,0.8613802,2.7776055,6.4012976,11.607039,32.95363,0.044932246,2.3279169,0.030965626,0.27391118,5.572444,21.797495,0.22056581,0.22088379,0.21948412,18.964949,21.25669,20.580383,84.40646,81.11084,73.956566,8.093811,482.8166,7.846924,14.346558,29.001785,79.41188
47,0.9254885,0.8911615,1.7166073,5.717794,11.113715,33.466667,0.03298503,2.7105646,0.03266424,0.23928785,8.465454,22.417353,0.2206555,0.22106165,0.22002268,18.931765,21.679705,20.237186,85.72863,78.647575,74.365555,12.267578,685.3435,6.986847,16.915024,148.42267,21.928497
48,0.9222721,0.91443706,1.430378,6.2684984,11.762261,36.642715,0.08410573,2.9365823,0.016908765,0.25327843,11.635158,22.373304,0.22027129,0.21965876,0.22245951,19.019835,21.88157,19.807972,87.63569,80.26805,73.77908,20.778824,703.7887,7.782135,18.091705,81.45572,18.924103
49,0.9209999,0.9141732,0.9873138,5.5782285,11.026042,36.129105,0.48449484,2.94287,0.017758906,0.7697185,14.811439,22.740795,0.22011212,0.21937554,0.22141959,19.467516,21.810282,19.788767,87.42752,80.93918,74.56186,81.8468,735.5177,8.1297455,18.137741,123.15203,17.071762
50,0.8775023,1.3198768,0.9242672,5.4457183,11.32318,34.674854,1.0926232,2.7282367,0.008814573,1.7189736,17.339926,22.82227,0.22016966,0.21785897,0.22190815,20.046888,22.039783,19.463398,87.72925,78.264084,76.12403,252.89919,765.54645,4.8910217,19.199371,229.89366,10.920242
51,0.8799533,1.177292,0.92633706,5.4322896,11.286144,33.487007,1.7692697,2.3288124,0.0046423674,3.4834793,19.59218,22.95663,0.22080514,0.22046514,0.22162783,20.727348,22.235174,19.200457,83.70492,73.49504,79.876785,352.61926,707.4694,1.529892,25.298782,326.60922,9.26889
52,0.8662626,1.2798095,0.90322393,5.3275604,11.170259,35.717102,2.2714944,1.7906725,0.016793013,5.60207,21.190931,23.017603,0.21825773,0.51350236,0.22124615,21.249817,22.40772,19.279291,81.5737,71.83879,80.10686,436.9023,632.9798,4.3151093,30.29332,319.3286,7.513275
53,0.9026086,1.8814883,1.0003555,5.7458863,12.524282,37.396027,2.629113,1.0824866,0.027058005,7.838357,21.470911,22.255821,0.21983097,0.53827035,0.22094513,21.676746,22.094627,19.118517,76.57702,73.423706,84.42883,573.8438,467.30444,3.0187683,59.170593,525.3485,9.399841
54,0.95161754,2.7931323,1.1364243,6.0326815,14.881247,37.50719,2.8367453,0.37051064,0.06748277,10.594116,21.49786,21.969849,0.21898055,0.54001004,0.2205772,21.8381,21.963203,19.2631,74.6537,74.46656,83.901405,617.8946,361.9541,9.941116,279.86456,405.86862,12.169342
55,1.0968282,2.722106,1.2492638,5.744033,15.286893,38.590733,2.883699,0.085506976,0.41658482,13.894829,21.648947,22.450644,0.21921755,0.54365623,0.22062093,21.910055,22.01307,20.02635,73.72775,73.12709,82.88118,752.1245,76.599594,109.3444,531.1343,136.81104,46.635925
56,1.5500783,3.8885548,1.0918661,6.393375,17.666286,38.613575,2.62997,0.0243994,1.1371359,15.2336235,20.264517,22.30933,0.21793975,0.5364445,0.2205113,22.338612,21.41722,21.155163,70.93989,71.654236,83.234055,753.0847,17.202744,294.9402,413.95355,34.10257,85.28085
57,1.3615158,4.5015225,1.1986837,7.232052,22.954584,41.558952,2.203019,0.030810475,1.7897336,15.505897,18.525303,22.355825,0.22231516,0.22353104,0.22095913,23.591629,21.228682,22.541403,65.20927,70.85804,77.379616,689.50543,11.930893,499.05994,335.05234,23.937057,210.7619
58,1.5715575,3.2702239,1.2081785,9.181232,25.798248,42.30308,1.6426594,0.053201735,2.3169706,14.989812,16.564415,22.465988,0.52944005,0.2189253,0.22120558,23.714205,21.073124,23.16542,65.25179,71.69597,71.24828,626.3768,12.639984,715.8595,538.0195,20.674759,580.489
59,1.9143447,2.1988695,1.2992051,12.677604,28.528234,43.738712,1.0652893,0.05402553,2.7849567,14.156719,14.803526,23.3561,0.5355183,0.21955028,0.22107089,23.956287,20.74094,24.068634,66.01693,74.05888,65.85372,512.12537,19.806046,851.68115,546.5353,18.07582,616.49255
60,1.9939144,1.6017398,1.4276438,11.939217,27.423037,42.756554,0.35709518,0.043447256,3.0061603,11.317799,11.594477,23.089067,0.5392511,0.21950322,0.22054785,23.448942,20.569023,24.025799,67.01972,75.897446,63.790516,285.20282,17.34314,884.7503,420.8678,11.247971,681.0422
61,2.2615876,1.2863365,1.5222447,10.862978,25.759487,41.449165,0.049952447,0.033947885,2.945512,8.388122,8.540597,22.894796,0.54090166,0.21959732,0.22044225,23.386814,20.205301,24.30261,61.776604,79.595276,63.63098,49.810913,12.903778,884.19196,191.70929,10.322861,723.46545
62,3.3930116,1.2624625,1.8403724,13.4235325,27.09902,45.30886,0.029209495,0.04110104,2.7002058,5.597639,5.771577,22.927101,0.5329927,0.21943414,0.22066058,22.65604,19.813005,24.047302,61.822243,82.27943,64.66709,20.347382,12.423187,868.8386,57.05139,12.493271,758.9551
63,3.3192372,1.1166313,1.5325112,12.766979,22.66958,39.121002,0.021273077,0.03185934,2.282692,3.3215425,3.4736216,23.098639,0.22069806,0.21933907,0.2226758,22.089209,19.741158,24.298977,61.684166,82.846886,60.980373,14.777954,9.800293,781.48425,29.50032,13.210693,767.9784
64,3.236646,1.0868729,1.5470551,14.527994,22.523018,39.098442,0.016092181,0.0054893494,1.6921248,1.52092,1.5843023,22.960361,0.21956998,0.22141965,0.5487122,21.28349,19.255543,23.642782,72.06,88.901955,64.58615,10.346497,6.7403564,627.6199,15.363434,13.116364,699.93976
65,2.2499025,1.0378983,1.6523834,14.303448,20.81908,36.36349,0.022020102,0.0165838,0.94928825,0.5546361,0.67279506,22.658333,0.2191287,0.2208959,0.5580642,20.722675,19.232151,23.304878,73.531715,86.80987,66.9052,11.752472,13.181854,420.98532,15.58194,19.348633,428.75977
66,1.4899291,1.0521593,2.853252,18.228796,24.406387,41.314465,0.035023928,0.057165623,0.30492258,0.2629828,0.4412133,22.31156,0.2192672,0.22024137,0.5446046,20.411842,19.672445,22.905403,74.40477,84.30114,68.182495,12.108002,18.98648,152.50911,6.275635,42.552902,135.57965
67,1.1416547,1.1127417,2.847173,14.255547,20.508724,38.14953,0.01778233,0.41559404,0.07562375,0.16239518,0.66456884,22.119057,0.21995816,0.22110465,0.53690195,20.17802,20.745617,22.598875,82.25748,82.43953,68.5769,9.492065,150.52586,31.415894,4.2178345,167.44223,46.417282
68,0.9531516,1.2057564,3.908783,15.399086,21.98311,43.968964,0.014374495,1.1106362,0.030270219,0.16839689,1.8043194,22.22144,0.2197589,0.22073972,0.5310247,19.603107,21.700583,21.741547,88.92008,81.14042,71.66274,9.348206,340.14853,16.375977,4.3588715,269.29535,23.77829
69,0.9963507,1.2693913,3.0541544,10.204226,17.271427,39.20038,0.028312981,1.7655082,0.012031496,0.22882551,3.592443,22.021109,0.22070576,0.22073285,0.22011256,19.389439,22.62939,20.806856,88.13008,75.50384,75.11474,7.3260193,494.6977,8.137054,8.758377,422.91306,15.993912
70,1.0468364,1.183872,2.0507445,7.987621,15.127347,37.311707,0.010653436,2.3074663,0.017728448,0.20083266,5.775612,21.77937,0.21933174,0.2200849,0.2194193,19.187843,22.997534,20.519785,86.635994,72.021385,75.95878,8.39856,627.777,5.2705383,11.945755,477.26047,14.022232
71,1.1765153,1.1677887,1.54494,6.8875856,14.169862,37.032265,0.0004518032,2.7058976,0.008067727,0.18785346,8.548992,21.78454,0.21945666,0.22004604,0.22025448,18.810266,23.1451,20.11736,87.33443,69.94037,77.09418,9.4019165,785.84375,4.721161,14.371567,652.1476,12.601547
72,1.1971048,1.0770272,1.1789637,6.1071644,12.957688,36.096893,0.071437776,2.9491355,0.0056310296,0.26653904,11.642466,22.125975,0.22058168,0.22001952,0.22205988,19.115189,23.290361,19.53148,88.83262,69.89692,80.77931,24.116028,830.0141,4.395233,24.898285,667.4547,17.299225
73,1.217234,1.1495034,1.078176,6.4613338,13.237484,36.007603,0.4480687,2.9426415,-0.00113976,0.74733186,14.772014,22.521214,0.22097051,0.2205569,0.22249138,20.240234,23.43795,19.392113,81.68831,68.52011,80.9256,137.24107,869.9347,1.1726074,191.41588,698.77985,8.741455
74,1.0245931,1.2414112,1.0075207,6.0954456,12.839379,35.10546,1.073623,2.7188964,0.0005630851,1.7363534,17.33666,22.495481,0.22083268,0.21916732,0.22150572,21.773407,23.423183,19.432316,76.79758,67.62335,81.67027,340.83997,879.7473,4.284729,391.15,712.1293,7.28273
75,1.0170691,1.0657825,0.95174044,6.0865717,12.8911295,35.49162,1.7273232,2.316069,0.010921121,3.3360252,19.47722,22.71393,0.22114015,0.22198534,0.22174023,22.481638,23.380295,19.367285,75.00623,66.90062,82.32978,526.2804,797.2572,5.8345337,515.0366,679.0275,7.5789795
76,1.0258529,1.1097608,0.94603604,5.96239,12.799948,35.332424,2.2949307,1.7167628,0.022738338,5.61406,21.084248,22.771578,0.21987364,0.53944695,0.22075677,22.740479,23.187344,19.08533,72.631096,67.10733,83.15425,675.14514,657.1239,9.55127,632.3756,642.0813,11.082001
77,1.0476135,1.7520076,1.099279,6.3876343,13.763452,36.827232,2.762673,0.9739307,0.03374046,8.346035,21.872791,22.582037,0.2197411,0.54963267,0.2200755,23.41209,22.921074,18.945585,68.431244,68.971176,83.5983,779.64087,427.85956,13.000259,713.0882,466.7975,12.832016
78,1.0530932,2.2941914,1.0671762,5.802453,14.442802,36.25509,2.936254,0.3239683,0.07650334,11.168104,21.977184,22.418722,0.21862489,0.5426037,0.22048266,23.297533,22.386375,19.29784,67.720055,72.015976,81.98071,832.97156,206.49724,23.955902,685.422,221.95601,28.05066
79,1.1539192,3.2108579,0.99501497,5.881279,16.30207,35.80464,2.925244,0.07601619,0.38754603,13.957179,21.89215,22.647919,0.21867396,0.5411192,0.2204659,23.184374,21.929436,20.127052,69.05581,69.53147,77.52062,837.0239,37.34134,108.62889,573.8324,43.635284,134.27768
80,1.1007493,3.8376622,0.9299941,5.507202,18.262642,34.16961,2.7096777,0.019106925,1.0593896,15.424607,20.776007,22.680405,0.2187805,0.5272154,0.22095607,23.268166,21.128008,21.52917,68.06745,71.65529,71.93189,881.80115,12.103485,377.92752,771.79346,17.540741,500.7798
81,0.9283679,3.350492,0.932361,5.5401435,22.108839,34.90248,2.2420306,0.044064105,1.7733579,15.617872,18.754732,22.571167,0.22171932,0.21911958,0.22125354,24.51906,20.477991,23.31666,60.579315,76.21623,66.27924,838.91327,16.424423,623.58887,784.0533,14.541992,707.1329
82,1.1906174,2.18158,1.0142978,6.8243876,24.329704,35.84481,1.6631193,0.062734485,2.4601285,15.247196,16.806728,22.846592,0.5302602,0.21817882,0.2215016,24.482998,20.261223,24.34898,60.39717,75.258575,62.680454,688.2158,14.540314,779.2929,708.63245,11.430695,742.54236
83,1.6550405,1.4623642,1.1365961,6.1051455,23.022104,34.779,0.9714392,0.03631568,2.8747563,13.497853,14.015054,22.616432,0.53355813,0.2193835,0.22185072,23.064377,19.890087,23.88827,69.45925,78.5118,65.22661,429.55414,12.013916,874.42755,393.88165,3.4165955,737.9042
84,2.3105073,1.1191605,1.128196,7.0563335,22.42491,33.434124,0.26814377,0.02591455,3.0759037,10.829056,11.0452,22.679169,0.5383814,0.21978587,0.22052202,22.386433,19.48074,23.380554,72.69393,81.772285,65.114075,121.050995,10.082825,816.88855,94.81105,8.19899,707.6979
85,3.0776968,0.96304905,1.164777,10.471596,23.841665,35.558243,0.035515845,0.016388357,2.9803636,7.919762,8.006211,22.436493,0.53608525,0.22006062,0.21947742,21.934525,19.367476,22.966461,71.222916,83.25126,66.499886,16.27008,9.30011,760.0935,12.602737,11.97644,659.246
86,3.6281085,0.9174103,1.2383033,12.543377,22.583942,35.155457,0.017408311,0.017425,2.7113922,5.294804,5.384613,22.325205,0.5270333,0.22005369,0.21949476,21.151577,19.422289,22.805407,74.925674,83.944336,67.52573,10.765808,10.644501,714.2279,10.007355,11.784042,623.7528
87,2.8302808,0.8907799,1.1215314,12.225775,19.56853,31.760614,0.017248869,0.015042722,2.2668638,3.0700314,3.147795,22.624596,0.21878201,0.22037771,0.2199914,20.19925,19.233036,22.705954,79.889366,84.04103,68.42044,9.715149,8.157715,559.0886,7.1708374,10.546005,490.12866
88,1.9456573,0.97809875,1.019901,14.571947,20.97375,33.705578,0.018269658,-0.006390214,1.6692667,1.4782821,1.5037736,22.61901,0.21877706,0.22118111,0.5459043,19.817726,18.980352,22.107279,83.604195,85.71666,70.88996,8.05304,3.769287,502.84622,13.3741455,15.961502,413.797
89,1.6019784,0.9664275,1.2835817,16.060694,21.932991,34.491085,0.011255145,-0.0065580606,0.96269095,0.5796671,0.59288466,22.420124,0.21959575,0.22054005,0.55103755,19.29215,18.78799,21.388315,82.98887,85.97998,74.3048,7.905792,6.572937,383.04767,13.878479,18.133545,308.31616
90,1.2192172,0.9786282,2.1999292,17.874779,23.580763,37.13774,0.032889605,0.04279256,0.2868005,0.25128055,0.37729132,22.25189,0.21990679,0.2204012,0.5444307,19.179976,18.984688,21.144175,82.8451,84.362434,74.36288,12.330597,16.965057,151.5266,11.130997,35.466324,131.32672
