env,model,variant,budget,window,h,channel,value,evalset
Pendulum-v1,truth,-,0,0,22,0,-0.46922,32w@8142h50
Pendulum-v1,truth,-,0,0,22,1,-0.88308,32w@8142h50
Pendulum-v1,truth,-,0,0,22,2,-5.21836,32w@8142h50
Pendulum-v1,truth,-,0,0,23,0,-0.69952,32w@8142h50
Pendulum-v1,truth,-,0,0,23,1,-0.71461,32w@8142h50
Pendulum-v1,truth,-,0,0,23,2,-5.72629,32w@8142h50
Pendulum-v1,truth,-,0,0,24,0,-0.87911,32w@8142h50
Pendulum-v1,truth,-,0,0,24,1,-0.47662,32w@8142h50
Pendulum-v1,truth,-,0,0,24,2,-5.98524,32w@8142h50
Pendulum-v1,truth,-,0,0,25,0,-0.9858,32w@8142h50
Pendulum-v1,truth,-,0,0,25,1,-0.16793,32w@8142h50
Pendulum-v1,truth,-,0,0,25,2,-6.56165,32w@8142h50
Pendulum-v1,truth,-,0,0,26,0,-0.98378,32w@8142h50
Pendulum-v1,truth,-,0,0,26,1,0.17937,32w@8142h50
Pendulum-v1,truth,-,0,0,26,2,-6.98141,32w@8142h50
Pendulum-v1,truth,-,0,0,27,0,-0.86101,32w@8142h50
Pendulum-v1,truth,-,0,0,27,1,0.50858,32w@8142h50
Pendulum-v1,truth,-,0,0,27,2,-7.06383,32w@8142h50
Pendulum-v1,truth,-,0,0,28,0,-0.64667,32w@8142h50
Pendulum-v1,truth,-,0,0,28,1,0.76277,32w@8142h50
Pendulum-v1,truth,-,0,0,28,2,-6.68108,32w@8142h50
Pendulum-v1,truth,-,0,0,29,0,-0.37559,32w@8142h50
Pendulum-v1,truth,-,0,0,29,1,0.92679,32w@8142h50
Pendulum-v1,truth,-,0,0,29,2,-6.36338,32w@8142h50
Pendulum-v1,truth,-,0,0,30,0,-0.10619,32w@8142h50
Pendulum-v1,truth,-,0,0,30,1,0.99435,32w@8142h50
Pendulum-v1,truth,-,0,0,30,2,-5.57283,32w@8142h50
Pendulum-v1,truth,-,0,0,31,0,0.13019,32w@8142h50
Pendulum-v1,truth,-,0,0,31,1,0.99149,32w@8142h50
Pendulum-v1,truth,-,0,0,31,2,-4.73903,32w@8142h50
Pendulum-v1,truth,-,0,0,32,0,0.33551,32w@8142h50
Pendulum-v1,truth,-,0,0,32,1,0.94204,32w@8142h50
Pendulum-v1,truth,-,0,0,32,2,-4.23186,32w@8142h50
Pendulum-v1,truth,-,0,0,33,0,0.50446,32w@8142h50
Pendulum-v1,truth,-,0,0,33,1,0.86344,32w@8142h50
Pendulum-v1,truth,-,0,0,33,2,-3.73206,32w@8142h50
Pendulum-v1,truth,-,0,0,34,0,0.62481,32w@8142h50
Pendulum-v1,truth,-,0,0,34,1,0.78078,32w@8142h50
Pendulum-v1,truth,-,0,0,34,2,-2.92264,32w@8142h50
Pendulum-v1,truth,-,0,0,35,0,0.71027,32w@8142h50
Pendulum-v1,truth,-,0,0,35,1,0.70392,32w@8142h50
Pendulum-v1,truth,-,0,0,35,2,-2.3001,32w@8142h50
Pendulum-v1,truth,-,0,0,36,0,0.77456,32w@8142h50
Pendulum-v1,truth,-,0,0,36,1,0.63251,32w@8142h50
Pendulum-v1,truth,-,0,0,36,2,-1.92243,32w@8142h50
Pendulum-v1,truth,-,0,0,37,0,0.8105,32w@8142h50
Pendulum-v1,truth,-,0,0,37,1,0.58574,32w@8142h50
Pendulum-v1,truth,-,0,0,37,2,-1.17985,32w@8142h50
Pendulum-v1,truth,-,0,0,38,0,0.82356,32w@8142h50
Pendulum-v1,truth,-,0,0,38,1,0.56723,32w@8142h50
Pendulum-v1,truth,-,0,0,38,2,-0.45297,32w@8142h50
Pendulum-v1,truth,-,0,0,39,0,0.82745,32w@8142h50
Pendulum-v1,truth,-,0,0,39,1,0.56154,32w@8142h50
Pendulum-v1,truth,-,0,0,39,2,-0.138,32w@8142h50
Pendulum-v1,truth,-,0,0,40,0,0.82695,32w@8142h50
Pendulum-v1,truth,-,0,0,40,1,0.56227,32w@8142h50
Pendulum-v1,truth,-,0,0,40,2,0.0177,32w@8142h50
Pendulum-v1,truth,-,0,0,41,0,0.81455,32w@8142h50
Pendulum-v1,truth,-,0,0,41,1,0.58009,32w@8142h50
Pendulum-v1,truth,-,0,0,41,2,0.43423,32w@8142h50
Pendulum-v1,truth,-,0,0,42,0,0.79322,32w@8142h50
Pendulum-v1,truth,-,0,0,42,1,0.60893,32w@8142h50
Pendulum-v1,truth,-,0,0,42,2,0.71748,32w@8142h50
Pendulum-v1,truth,-,0,0,43,0,0.76512,32w@8142h50
Pendulum-v1,truth,-,0,0,43,1,0.64388,32w@8142h50
Pendulum-v1,truth,-,0,0,43,2,0.89698,32w@8142h50
Pendulum-v1,truth,-,0,0,44,0,0.71651,32w@8142h50
Pendulum-v1,truth,-,0,0,44,1,0.69758,32w@8142h50
Pendulum-v1,truth,-,0,0,44,2,1.44892,32w@8142h50
Pendulum-v1,truth,-,0,0,45,0,0.64098,32w@8142h50
Pendulum-v1,truth,-,0,0,45,1,0.76755,32w@8142h50
Pendulum-v1,truth,-,0,0,45,2,2.06014,32w@8142h50
Pendulum-v1,truth,-,0,0,46,0,0.53607,32w@8142h50
Pendulum-v1,truth,-,0,0,46,1,0.84417,32w@8142h50
Pendulum-v1,truth,-,0,0,46,2,2.60013,32w@8142h50
Pendulum-v1,truth,-,0,0,47,0,0.38941,32w@8142h50
Pendulum-v1,truth,-,0,0,47,1,0.92106,32w@8142h50
Pendulum-v1,truth,-,0,0,47,2,3.31559,32w@8142h50
Pendulum-v1,truth,-,0,0,48,0,0.20475,32w@8142h50
Pendulum-v1,truth,-,0,0,48,1,0.97881,32w@8142h50
Pendulum-v1,truth,-,0,0,48,2,3.87577,32w@8142h50
Pendulum-v1,truth,-,0,0,49,0,-0.03193,32w@8142h50
Pendulum-v1,truth,-,0,0,49,1,0.99949,32w@8142h50
Pendulum-v1,truth,-,0,0,49,2,4.76284,32w@8142h50
Pendulum-v1,truth,-,0,0,50,0,-0.30117,32w@8142h50
Pendulum-v1,truth,-,0,0,50,1,0.95357,32w@8142h50
Pendulum-v1,truth,-,0,0,50,2,5.47965,32w@8142h50
Pendulum-v1,truth,-,0,1,1,0,-0.96819,32w@8142h50
Pendulum-v1,truth,-,0,1,1,1,-0.25023,32w@8142h50
Pendulum-v1,truth,-,0,1,1,2,-7.46547,32w@8142h50
Pendulum-v1,truth,-,0,1,2,0,-0.99019,32w@8142h50
Pendulum-v1,truth,-,0,1,2,1,0.13974,32w@8142h50
Pendulum-v1,truth,-,0,1,2,2,-7.86231,32w@8142h50
Pendulum-v1,truth,-,0,1,3,0,-0.86848,32w@8142h50
Pendulum-v1,truth,-,0,1,3,1,0.49572,32w@8142h50
Pendulum-v1,truth,-,0,1,3,2,-7.56928,32w@8142h50
Pendulum-v1,truth,-,0,1,4,0,-0.6291,32w@8142h50
Pendulum-v1,truth,-,0,1,4,1,0.77733,32w@8142h50
Pendulum-v1,truth,-,0,1,4,2,-7.43483,32w@8142h50
Pendulum-v1,truth,-,0,1,5,0,-0.33669,32w@8142h50
Pendulum-v1,truth,-,0,1,5,1,0.94162,32w@8142h50
Pendulum-v1,truth,-,0,1,5,2,-6.73986,32w@8142h50
Pendulum-v1,truth,-,0,1,6,0,-0.04841,32w@8142h50
Pendulum-v1,truth,-,0,1,6,1,0.99883,32w@8142h50
Pendulum-v1,truth,-,0,1,6,2,-5.89935,32w@8142h50
Pendulum-v1,truth,-,0,1,7,0,0.22188,32w@8142h50
Pendulum-v1,truth,-,0,1,7,1,0.97507,32w@8142h50
Pendulum-v1,truth,-,0,1,7,2,-5.4434,32w@8142h50
Pendulum-v1,truth,-,0,1,8,0,0.43605,32w@8142h50
Pendulum-v1,truth,-,0,1,8,1,0.89992,32w@8142h50
Pendulum-v1,truth,-,0,1,8,2,-4.54924,32w@8142h50
Pendulum-v1,truth,-,0,1,9,0,0.60971,32w@8142h50
Pendulum-v1,truth,-,0,1,9,1,0.79263,32w@8142h50
Pendulum-v1,truth,-,0,1,9,2,-4.08983,32w@8142h50
Pendulum-v1,truth,-,0,1,10,0,0.73157,32w@8142h50
Pendulum-v1,truth,-,0,1,10,1,0.68177,32w@8142h50
Pendulum-v1,truth,-,0,1,10,2,-3.29855,32w@8142h50
Pendulum-v1,truth,-,0,1,11,0,0.81884,32w@8142h50
Pendulum-v1,truth,-,0,1,11,1,0.57402,32w@8142h50
Pendulum-v1,truth,-,0,1,11,2,-2.77545,32w@8142h50
Pendulum-v1,truth,-,0,1,12,0,0.88711,32w@8142h50
Pendulum-v1,truth,-,0,1,12,1,0.46155,32w@8142h50
Pendulum-v1,truth,-,0,1,12,2,-2.63312,32w@8142h50
Pendulum-v1,truth,-,0,1,13,0,0.92921,32w@8142h50
Pendulum-v1,truth,-,0,1,13,1,0.36955,32w@8142h50
Pendulum-v1,truth,-,0,1,13,2,-2.02445,32w@8142h50
Pendulum-v1,truth,-,0,1,14,0,0.95465,32w@8142h50
Pendulum-v1,truth,-,0,1,14,1,0.29774,32w@8142h50
Pendulum-v1,truth,-,0,1,14,2,-1.52397,32w@8142h50
Pendulum-v1,truth,-,0,1,15,0,0.97172,32w@8142h50
Pendulum-v1,truth,-,0,1,15,1,0.23612,32w@8142h50
Pendulum-v1,truth,-,0,1,15,2,-1.27903,32w@8142h50
Pendulum-v1,truth,-,0,1,16,0,0.98343,32w@8142h50
Pendulum-v1,truth,-,0,1,16,1,0.18129,32w@8142h50
Pendulum-v1,truth,-,0,1,16,2,-1.12146,32w@8142h50
Pendulum-v1,truth,-,0,1,17,0,0.98946,32w@8142h50
Pendulum-v1,truth,-,0,1,17,1,0.1448,32w@8142h50
Pendulum-v1,truth,-,0,1,17,2,-0.73979,32w@8142h50
Pendulum-v1,truth,-,0,1,18,0,0.99379,32w@8142h50
Pendulum-v1,truth,-,0,1,18,1,0.11131,32w@8142h50
Pendulum-v1,truth,-,0,1,18,2,-0.67538,32w@8142h50
Pendulum-v1,truth,-,0,1,19,0,0.99743,32w@8142h50
Pendulum-v1,truth,-,0,1,19,1,0.07163,32w@8142h50
Pendulum-v1,truth,-,0,1,19,2,-0.79698,32w@8142h50
Pendulum-v1,truth,-,0,1,20,0,0.99976,32w@8142h50
Pendulum-v1,truth,-,0,1,20,1,0.02206,32w@8142h50
Pendulum-v1,truth,-,0,1,20,2,-0.99271,32w@8142h50
Pendulum-v1,truth,-,0,1,21,0,0.9997,32w@8142h50
Pendulum-v1,truth,-,0,1,21,1,-0.0245,32w@8142h50
Pendulum-v1,truth,-,0,1,21,2,-0.93127,32w@8142h50
Pendulum-v1,truth,-,0,1,22,0,0.99764,32w@8142h50
Pendulum-v1,truth,-,0,1,22,1,-0.06871,32w@8142h50
Pendulum-v1,truth,-,0,1,22,2,-0.88526,32w@8142h50
Pendulum-v1,truth,-,0,1,23,0,0.9915,32w@8142h50
Pendulum-v1,truth,-,0,1,23,1,-0.13011,32w@8142h50
Pendulum-v1,truth,-,0,1,23,2,-1.23425,32w@8142h50
Pendulum-v1,truth,-,0,1,24,0,0.97961,32w@8142h50
Pendulum-v1,truth,-,0,1,24,1,-0.20089,32w@8142h50
Pendulum-v1,truth,-,0,1,24,2,-1.43573,32w@8142h50
Pendulum-v1,truth,-,0,1,25,0,0.95721,32w@8142h50
Pendulum-v1,truth,-,0,1,25,1,-0.28941,32w@8142h50
Pendulum-v1,truth,-,0,1,25,2,-1.82675,32w@8142h50
Pendulum-v1,truth,-,0,1,26,0,0.9245,32w@8142h50
Pendulum-v1,truth,-,0,1,26,1,-0.38117,32w@8142h50
Pendulum-v1,truth,-,0,1,26,2,-1.94921,32w@8142h50
Pendulum-v1,truth,-,0,1,27,0,0.87397,32w@8142h50
Pendulum-v1,truth,-,0,1,27,1,-0.48598,32w@8142h50
Pendulum-v1,truth,-,0,1,27,2,-2.32838,32w@8142h50
Pendulum-v1,truth,-,0,1,28,0,0.79988,32w@8142h50
Pendulum-v1,truth,-,0,1,28,1,-0.60016,32w@8142h50
Pendulum-v1,truth,-,0,1,28,2,-2.72437,32w@8142h50
Pendulum-v1,truth,-,0,1,29,0,0.68602,32w@8142h50
Pendulum-v1,truth,-,0,1,29,1,-0.72758,32w@8142h50
Pendulum-v1,truth,-,0,1,29,2,-3.42189,32w@8142h50
Pendulum-v1,truth,-,0,1,30,0,0.51843,32w@8142h50
Pendulum-v1,truth,-,0,1,30,1,-0.85512,32w@8142h50
Pendulum-v1,truth,-,0,1,30,2,-4.21959,32w@8142h50
Pendulum-v1,truth,-,0,1,31,0,0.30066,32w@8142h50
Pendulum-v1,truth,-,0,1,31,1,-0.95373,32w@8142h50
Pendulum-v1,truth,-,0,1,31,2,-4.79287,32w@8142h50
Pendulum-v1,truth,-,0,1,32,0,0.03454,32w@8142h50
Pendulum-v1,truth,-,0,1,32,1,-0.9994,32w@8142h50
Pendulum-v1,truth,-,0,1,32,2,-5.41666,32w@8142h50
Pendulum-v1,truth,-,0,1,33,0,-0.27068,32w@8142h50
Pendulum-v1,truth,-,0,1,33,1,-0.96267,32w@8142h50
Pendulum-v1,truth,-,0,1,33,2,-6.17297,32w@8142h50
Pendulum-v1,truth,-,0,1,34,0,-0.58786,32w@8142h50
Pendulum-v1,truth,-,0,1,34,1,-0.80896,32w@8142h50
Pendulum-v1,truth,-,0,1,34,2,-7.08608,32w@8142h50
Pendulum-v1,truth,-,0,1,35,0,-0.84886,32w@8142h50
Pendulum-v1,truth,-,0,1,35,1,-0.52861,32w@8142h50
Pendulum-v1,truth,-,0,1,35,2,-7.70853,32w@8142h50
Pendulum-v1,truth,-,0,1,36,0,-0.98771,32w@8142h50
Pendulum-v1,truth,-,0,1,36,1,-0.15632,32w@8142h50
Pendulum-v1,truth,-,0,1,36,2,-8.0,32w@8142h50
Pendulum-v1,truth,-,0,1,37,0,-0.97061,32w@8142h50
Pendulum-v1,truth,-,0,1,37,1,0.24065,32w@8142h50
Pendulum-v1,truth,-,0,1,37,2,-8.0,32w@8142h50
Pendulum-v1,truth,-,0,1,38,0,-0.81266,32w@8142h50
Pendulum-v1,truth,-,0,1,38,1,0.58274,32w@8142h50
Pendulum-v1,truth,-,0,1,38,2,-7.58104,32w@8142h50
Pendulum-v1,truth,-,0,1,39,0,-0.56197,32w@8142h50
Pendulum-v1,truth,-,0,1,39,1,0.82716,32w@8142h50
Pendulum-v1,truth,-,0,1,39,2,-7.03877,32w@8142h50
Pendulum-v1,truth,-,0,1,40,0,-0.26026,32w@8142h50
Pendulum-v1,truth,-,0,1,40,1,0.96554,32w@8142h50
Pendulum-v1,truth,-,0,1,40,2,-6.66945,32w@8142h50
Pendulum-v1,truth,-,0,1,41,0,0.04774,32w@8142h50
Pendulum-v1,truth,-,0,1,41,1,0.99886,32w@8142h50
Pendulum-v1,truth,-,0,1,41,2,-6.22122,32w@8142h50
Pendulum-v1,truth,-,0,1,42,0,0.31272,32w@8142h50
Pendulum-v1,truth,-,0,1,42,1,0.94984,32w@8142h50
Pendulum-v1,truth,-,0,1,42,2,-5.40583,32w@8142h50
Pendulum-v1,truth,-,0,1,43,0,0.53525,32w@8142h50
Pendulum-v1,truth,-,0,1,43,1,0.8447,32w@8142h50
Pendulum-v1,truth,-,0,1,43,2,-4.93477,32w@8142h50
Pendulum-v1,truth,-,0,1,44,0,0.70877,32w@8142h50
Pendulum-v1,truth,-,0,1,44,1,0.70544,32w@8142h50
Pendulum-v1,truth,-,0,1,44,2,-4.45912,32w@8142h50
Pendulum-v1,truth,-,0,1,45,0,0.83861,32w@8142h50
Pendulum-v1,truth,-,0,1,45,1,0.54473,32w@8142h50
Pendulum-v1,truth,-,0,1,45,2,-4.13953,32w@8142h50
Pendulum-v1,truth,-,0,1,46,0,0.93061,32w@8142h50
Pendulum-v1,truth,-,0,1,46,1,0.36602,32w@8142h50
Pendulum-v1,truth,-,0,1,46,2,-4.02674,32w@8142h50
Pendulum-v1,truth,-,0,1,47,0,0.98412,32w@8142h50
Pendulum-v1,truth,-,0,1,47,1,0.1775,32w@8142h50
Pendulum-v1,truth,-,0,1,47,2,-3.92569,32w@8142h50
Pendulum-v1,truth,-,0,1,48,0,1.0,32w@8142h50
Pendulum-v1,truth,-,0,1,48,1,-0.00042,32w@8142h50
Pendulum-v1,truth,-,0,1,48,2,-3.57733,32w@8142h50
Pendulum-v1,truth,-,0,1,49,0,0.98324,32w@8142h50
Pendulum-v1,truth,-,0,1,49,1,-0.18231,32w@8142h50
Pendulum-v1,truth,-,0,1,49,2,-3.65833,32w@8142h50
Pendulum-v1,truth,-,0,1,50,0,0.93529,32w@8142h50
Pendulum-v1,truth,-,0,1,50,1,-0.35388,32w@8142h50
Pendulum-v1,truth,-,0,1,50,2,-3.56763,32w@8142h50
Pendulum-v1,truth,-,0,2,1,0,0.82242,32w@8142h50
Pendulum-v1,truth,-,0,2,1,1,-0.56888,32w@8142h50
Pendulum-v1,truth,-,0,2,1,2,1.30866,32w@8142h50
Pendulum-v1,truth,-,0,2,2,0,0.849,32w@8142h50
Pendulum-v1,truth,-,0,2,2,1,-0.5284,32w@8142h50
Pendulum-v1,truth,-,0,2,2,2,0.96875,32w@8142h50
Pendulum-v1,truth,-,0,2,3,0,0.86486,32w@8142h50
Pendulum-v1,truth,-,0,2,3,1,-0.50201,32w@8142h50
Pendulum-v1,truth,-,0,2,3,2,0.61579,32w@8142h50
Pendulum-v1,truth,-,0,2,4,0,0.87572,32w@8142h50
Pendulum-v1,truth,-,0,2,4,1,-0.48282,32w@8142h50
Pendulum-v1,truth,-,0,2,4,2,0.44092,32w@8142h50
Pendulum-v1,truth,-,0,2,5,0,0.88131,32w@8142h50
Pendulum-v1,truth,-,0,2,5,1,-0.47253,32w@8142h50
Pendulum-v1,truth,-,0,2,5,2,0.23428,32w@8142h50
Pendulum-v1,truth,-,0,2,6,0,0.87645,32w@8142h50
Pendulum-v1,truth,-,0,2,6,1,-0.4815,32w@8142h50
Pendulum-v1,truth,-,0,2,6,2,-0.20412,32w@8142h50
Pendulum-v1,truth,-,0,2,7,0,0.86959,32w@8142h50
Pendulum-v1,truth,-,0,2,7,1,-0.49378,32w@8142h50
Pendulum-v1,truth,-,0,2,7,2,-0.28135,32w@8142h50
Pendulum-v1,truth,-,0,2,8,0,0.84608,32w@8142h50
Pendulum-v1,truth,-,0,2,8,1,-0.53305,32w@8142h50
Pendulum-v1,truth,-,0,2,8,2,-0.91531,32w@8142h50
Pendulum-v1,truth,-,0,2,9,0,0.80112,32w@8142h50
Pendulum-v1,truth,-,0,2,9,1,-0.5985,32w@8142h50
Pendulum-v1,truth,-,0,2,9,2,-1.58862,32w@8142h50
Pendulum-v1,truth,-,0,2,10,0,0.7354,32w@8142h50
Pendulum-v1,truth,-,0,2,10,1,-0.67763,32w@8142h50
Pendulum-v1,truth,-,0,2,10,2,-2.05823,32w@8142h50
Pendulum-v1,truth,-,0,2,11,0,0.6417,32w@8142h50
Pendulum-v1,truth,-,0,2,11,1,-0.76695,32w@8142h50
Pendulum-v1,truth,-,0,2,11,2,-2.59077,32w@8142h50
Pendulum-v1,truth,-,0,2,12,0,0.51277,32w@8142h50
Pendulum-v1,truth,-,0,2,12,1,-0.85853,32w@8142h50
Pendulum-v1,truth,-,0,2,12,2,-3.16618,32w@8142h50
Pendulum-v1,truth,-,0,2,13,0,0.35008,32w@8142h50
Pendulum-v1,truth,-,0,2,13,1,-0.93672,32w@8142h50
Pendulum-v1,truth,-,0,2,13,2,-3.61507,32w@8142h50
Pendulum-v1,truth,-,0,2,14,0,0.15611,32w@8142h50
Pendulum-v1,truth,-,0,2,14,1,-0.98774,32w@8142h50
Pendulum-v1,truth,-,0,2,14,2,-4.01817,32w@8142h50
Pendulum-v1,truth,-,0,2,15,0,-0.08251,32w@8142h50
Pendulum-v1,truth,-,0,2,15,1,-0.99659,32w@8142h50
Pendulum-v1,truth,-,0,2,15,2,-4.78696,32w@8142h50
Pendulum-v1,truth,-,0,2,16,0,-0.34864,32w@8142h50
Pendulum-v1,truth,-,0,2,16,1,-0.93726,32w@8142h50
Pendulum-v1,truth,-,0,2,16,2,-5.47026,32w@8142h50
Pendulum-v1,truth,-,0,2,17,0,-0.6237,32w@8142h50
Pendulum-v1,truth,-,0,2,17,1,-0.78166,32w@8142h50
Pendulum-v1,truth,-,0,2,17,2,-6.34717,32w@8142h50
Pendulum-v1,truth,-,0,2,18,0,-0.85848,32w@8142h50
Pendulum-v1,truth,-,0,2,18,1,-0.51284,32w@8142h50
Pendulum-v1,truth,-,0,2,18,2,-7.17656,32w@8142h50
Pendulum-v1,truth,-,0,2,19,0,-0.98923,32w@8142h50
Pendulum-v1,truth,-,0,2,19,1,-0.14638,32w@8142h50
Pendulum-v1,truth,-,0,2,19,2,-7.83173,32w@8142h50
Pendulum-v1,truth,-,0,2,20,0,-0.96861,32w@8142h50
Pendulum-v1,truth,-,0,2,20,1,0.2486,32w@8142h50
Pendulum-v1,truth,-,0,2,20,2,-7.96282,32w@8142h50
Pendulum-v1,truth,-,0,2,21,0,-0.80428,32w@8142h50
Pendulum-v1,truth,-,0,2,21,1,0.59425,32w@8142h50
Pendulum-v1,truth,-,0,2,21,2,-7.70195,32w@8142h50
Pendulum-v1,truth,-,0,2,22,0,-0.5361,32w@8142h50
Pendulum-v1,truth,-,0,2,22,1,0.84416,32w@8142h50
Pendulum-v1,truth,-,0,2,22,2,-7.37319,32w@8142h50
Pendulum-v1,truth,-,0,2,23,0,-0.22909,32w@8142h50
Pendulum-v1,truth,-,0,2,23,1,0.97341,32w@8142h50
Pendulum-v1,truth,-,0,2,23,2,-6.69333,32w@8142h50
Pendulum-v1,truth,-,0,2,24,0,0.07059,32w@8142h50
Pendulum-v1,truth,-,0,2,24,1,0.99751,32w@8142h50
Pendulum-v1,truth,-,0,2,24,2,-6.03584,32w@8142h50
Pendulum-v1,truth,-,0,2,25,0,0.32933,32w@8142h50
Pendulum-v1,truth,-,0,2,25,1,0.94421,32w@8142h50
Pendulum-v1,truth,-,0,2,25,2,-5.29886,32w@8142h50
Pendulum-v1,truth,-,0,2,26,0,0.53082,32w@8142h50
Pendulum-v1,truth,-,0,2,26,1,0.84748,32w@8142h50
Pendulum-v1,truth,-,0,2,26,2,-4.47949,32w@8142h50
Pendulum-v1,truth,-,0,2,27,0,0.68294,32w@8142h50
Pendulum-v1,truth,-,0,2,27,1,0.73047,32w@8142h50
Pendulum-v1,truth,-,0,2,27,2,-3.84426,32w@8142h50
Pendulum-v1,truth,-,0,2,28,0,0.79785,32w@8142h50
Pendulum-v1,truth,-,0,2,28,1,0.60285,32w@8142h50
Pendulum-v1,truth,-,0,2,28,2,-3.43879,32w@8142h50
Pendulum-v1,truth,-,0,2,29,0,0.88035,32w@8142h50
Pendulum-v1,truth,-,0,2,29,1,0.47432,32w@8142h50
Pendulum-v1,truth,-,0,2,29,2,-3.05773,32w@8142h50
Pendulum-v1,truth,-,0,2,30,0,0.93321,32w@8142h50
Pendulum-v1,truth,-,0,2,30,1,0.35933,32w@8142h50
Pendulum-v1,truth,-,0,2,30,2,-2.53268,32w@8142h50
Pendulum-v1,truth,-,0,2,31,0,0.96394,32w@8142h50
Pendulum-v1,truth,-,0,2,31,1,0.26611,32w@8142h50
